is_active,model_name,repetition,iteration,function_name,feature,influence,min_influence,max_influence,mape
True,p4,0,15,weighted_p4_influences_by_functions_system_results,"('cores', 'level')",7.877410173416138,6.107753276824951,9.647067070007324,
True,p4,0,15,weighted_p4_influences_by_functions_system_results,"('cores', 'wind_size_unl')",128.724609375,117.78611755371094,139.66310119628906,
True,p4,0,15,weighted_p4_influences_by_functions_system_results,"('cores', 'threshold')",48.68211555480957,42.17524719238281,55.18898391723633,
True,p4,0,15,weighted_p4_influences_by_functions_system_results,"('level', 'ram')",-0.403219610452652,-0.635988175868988,-0.1704510450363159,
True,p4,0,15,weighted_p4_influences_by_functions_system_results,"('ram', 'threshold')",56.545501708984375,50.14199447631836,62.94900894165039,
True,p4,0,15,weighted_p4_influences_by_functions_system_results,"('level', 'threshold')",-36.89190673828125,-41.16871643066406,-32.61509704589844,
True,p4,0,15,weighted_p4_influences_by_functions_system_results,"('compression', 'level')",700.4701232910156,693.1461181640625,707.7941284179688,
True,p4,0,15,average_p4_influences_system_results,"('cores', 'level')",7.877410173416138,6.107753276824951,9.647067070007324,
True,p4,0,15,average_p4_influences_system_results,"('cores', 'wind_size_unl')",128.724609375,117.78611755371094,139.66310119628906,
True,p4,0,15,average_p4_influences_system_results,"('cores', 'threshold')",48.68211555480957,42.17524719238281,55.18898391723633,
True,p4,0,15,average_p4_influences_system_results,"('level', 'ram')",-0.403219610452652,-0.635988175868988,-0.1704510450363159,
True,p4,0,15,average_p4_influences_system_results,"('ram', 'threshold')",56.545501708984375,50.14199447631836,62.94900894165039,
True,p4,0,15,average_p4_influences_system_results,"('level', 'threshold')",-36.89190673828125,-41.16871643066406,-32.61509704589844,
True,p4,0,15,average_p4_influences_system_results,"('compression', 'level')",700.4701232910156,693.1461181640625,707.7941284179688,
True,p4,0,15,weighted_p4_influences_by_vif_system_results,"('cores', 'level')",7.877410173416138,6.107753276824951,9.647067070007324,
True,p4,0,15,weighted_p4_influences_by_vif_system_results,"('cores', 'wind_size_unl')",128.724609375,117.78611755371094,139.66310119628906,
True,p4,0,15,weighted_p4_influences_by_vif_system_results,"('cores', 'threshold')",48.68211555480957,42.17524719238281,55.18898391723633,
True,p4,0,15,weighted_p4_influences_by_vif_system_results,"('level', 'ram')",-0.403219610452652,-0.635988175868988,-0.1704510450363159,
True,p4,0,15,weighted_p4_influences_by_vif_system_results,"('ram', 'threshold')",56.545501708984375,50.14199447631836,62.94900894165039,
True,p4,0,15,weighted_p4_influences_by_vif_system_results,"('level', 'threshold')",-36.89190673828125,-41.16871643066406,-32.61509704589844,
True,p4,0,15,weighted_p4_influences_by_vif_system_results,"('compression', 'level')",700.4701232910156,693.1461181640625,707.7941284179688,
True,p4,0,20,weighted_p4_influences_by_functions_system_results,"('level',)",294.61964416503906,291.5431213378906,297.6961669921875,
True,p4,0,20,weighted_p4_influences_by_functions_system_results,"('cores', 'ram')",-64.23918342590332,-64.81861877441406,-63.65974807739258,
True,p4,0,20,weighted_p4_influences_by_functions_system_results,"('cores', 'level')",95.29206466674805,94.42652130126952,96.15760803222656,
True,p4,0,20,weighted_p4_influences_by_functions_system_results,"('cores', 'encrypt')",-498.3199615478516,-504.86474609375,-491.7751770019531,
True,p4,0,20,weighted_p4_influences_by_functions_system_results,"('cores', 'threshold')",342.3365020751953,337.3876647949219,347.28533935546875,
True,p4,0,20,weighted_p4_influences_by_functions_system_results,"('level', 'ram')",10.534955501556396,10.27961254119873,10.790298461914062,
True,p4,0,20,weighted_p4_influences_by_functions_system_results,"('ram', 'threshold')",145.26827239990234,141.6983184814453,148.83822631835938,
True,p4,0,20,weighted_p4_influences_by_functions_system_results,"('encrypt', 'level')",-268.3884582519531,-270.5211486816406,-266.2557678222656,
True,p4,0,20,weighted_p4_influences_by_functions_system_results,"('level', 'wind_size_unl')",-251.2696533203125,-253.2089233398437,-249.33038330078125,
True,p4,0,20,weighted_p4_influences_by_functions_system_results,"('level', 'threshold')",-148.6501693725586,-151.7779998779297,-145.5223388671875,
True,p4,0,20,weighted_p4_influences_by_functions_system_results,"('compression', 'level')",442.9849090576172,441.4449157714844,444.52490234375,
True,p4,0,20,average_p4_influences_system_results,"('level',)",294.61964416503906,291.5431213378906,297.6961669921875,
True,p4,0,20,average_p4_influences_system_results,"('cores', 'ram')",-64.23918342590332,-64.81861877441406,-63.65974807739258,
True,p4,0,20,average_p4_influences_system_results,"('cores', 'level')",95.29206466674805,94.42652130126952,96.15760803222656,
True,p4,0,20,average_p4_influences_system_results,"('cores', 'encrypt')",-498.3199615478516,-504.86474609375,-491.7751770019531,
True,p4,0,20,average_p4_influences_system_results,"('cores', 'threshold')",342.3365020751953,337.3876647949219,347.28533935546875,
True,p4,0,20,average_p4_influences_system_results,"('level', 'ram')",10.534955501556396,10.27961254119873,10.790298461914062,
True,p4,0,20,average_p4_influences_system_results,"('ram', 'threshold')",145.26827239990234,141.6983184814453,148.83822631835938,
True,p4,0,20,average_p4_influences_system_results,"('encrypt', 'level')",-268.3884582519531,-270.5211486816406,-266.2557678222656,
True,p4,0,20,average_p4_influences_system_results,"('level', 'wind_size_unl')",-251.2696533203125,-253.2089233398437,-249.33038330078125,
True,p4,0,20,average_p4_influences_system_results,"('level', 'threshold')",-148.6501693725586,-151.7779998779297,-145.5223388671875,
True,p4,0,20,average_p4_influences_system_results,"('compression', 'level')",442.9849090576172,441.4449157714844,444.52490234375,
True,p4,0,20,weighted_p4_influences_by_vif_system_results,"('level',)",294.61964416503906,291.5431213378906,297.6961669921875,
