is_active,repetition,iteration,feature,first_option_value,second_option_value,taskID,threads,ref,rc_lookahead,no_8x8dct,no_cabac,no_deblock,no_mbtree,no_fast_pskip,no_mixed_refs
True,3,20,,,,838,2,8,160,0,1,1,0,0,1
True,3,20,,,,866,1,8,160,0,0,0,0,1,0
True,3,20,,,,1532,2,16,160,0,0,0,1,1,1
True,3,25,,,,118,4,16,0,0,1,1,0,0,1
True,3,25,,,,185,1,16,0,0,1,1,1,0,0
True,3,25,,,,547,4,4,10,0,0,0,0,0,1
True,3,25,,,,1183,4,4,10,0,0,1,1,1,0
True,3,25,,,,1650,1,1,40,1,0,1,0,0,0
True,3,30,,,,177,1,2,10,0,0,0,1,1,0
True,3,30,,,,260,1,4,160,0,0,0,1,0,0
True,3,30,,,,381,1,2,10,0,1,1,0,0,1
True,3,30,,,,1024,1,2,10,0,0,1,1,1,1
True,3,30,,,,1720,1,4,160,1,1,0,1,0,0
True,3,35,,,,876,2,1,10,1,0,0,1,0,1
True,3,35,,,,1016,8,4,10,0,1,1,1,1,1
True,3,35,,,,1031,2,1,40,1,1,0,0,0,0
True,3,35,,,,1641,8,4,10,0,1,1,0,0,0
True,3,35,,,,1975,2,1,40,0,1,1,1,1,0
True,3,40,,,,662,8,16,160,1,1,1,1,0,0
True,3,40,,,,1007,8,16,160,0,1,1,1,0,1
True,3,40,,,,1150,8,16,160,0,0,1,0,1,1
True,3,40,,,,1404,8,16,160,1,1,1,1,1,1
True,3,40,,,,1799,4,8,160,0,1,1,1,1,1
True,3,45,,,,415,8,1,10,0,0,0,0,1,0
True,3,45,,,,482,4,2,160,1,0,1,0,1,0
True,3,45,,,,862,1,1,10,1,0,0,1,0,0
True,3,45,,,,1506,2,8,160,0,0,1,1,0,0
True,3,45,,,,1613,2,1,10,1,0,1,0,0,1
True,3,50,,,,665,1,1,160,0,0,0,0,1,0
True,3,50,,,,834,4,4,160,0,1,1,1,1,0
True,3,50,,,,852,1,1,160,0,0,0,0,1,0
True,3,50,,,,1348,4,4,160,0,1,1,1,1,0
True,3,50,,,,1752,4,1,160,1,1,1,0,1,1
True,3,55,,,,166,2,16,10,0,0,1,1,1,1
True,3,55,,,,276,4,2,160,0,1,0,0,1,0
True,3,55,,,,513,1,1,10,0,1,0,1,0,1
True,3,55,,,,624,1,16,10,0,0,0,1,1,0
True,3,55,,,,921,4,16,10,1,1,1,1,0,1
True,3,60,,,,1202,2,2,160,1,1,1,1,0,1
True,3,60,,,,1536,2,16,40,1,0,1,1,1,0
True,3,60,,,,1683,4,1,40,0,1,1,1,1,0
True,3,60,,,,1706,8,2,10,0,0,0,1,1,1
True,3,60,,,,1936,4,2,0,1,0,0,0,0,1
True,3,65,,,,891,8,16,0,1,0,0,0,1,1
True,3,65,,,,1367,2,16,0,1,0,1,1,0,1
True,3,65,,,,1454,2,1,160,1,1,0,0,1,0
True,3,65,,,,1598,8,8,40,0,1,1,0,0,0
True,3,65,,,,1676,2,2,160,0,0,0,0,1,1
True,3,70,,,,563,2,8,0,0,1,0,0,1,0
True,3,70,,,,1002,1,16,0,0,0,0,0,0,1
True,3,70,,,,1023,2,1,0,1,1,1,1,1,0
True,3,70,,,,1694,8,2,10,1,1,0,1,1,1
True,3,70,,,,1698,8,8,0,1,1,1,1,1,0
True,3,75,,,,643,4,8,0,1,0,1,1,0,0
True,3,75,,,,957,1,1,160,0,0,0,0,1,1
True,3,75,,,,1028,8,16,0,1,1,1,0,1,1
True,3,75,,,,1570,8,2,10,0,1,1,1,0,0
True,3,75,,,,1909,4,8,40,0,0,0,1,1,0
True,3,80,,,,258,4,4,0,1,1,1,1,1,1
True,3,80,,,,607,2,2,0,1,1,0,1,1,1
True,3,80,,,,707,1,8,0,1,1,0,1,1,1
True,3,80,,,,1051,2,4,0,1,1,0,0,0,1
True,3,80,,,,1455,1,2,40,1,0,1,0,0,1
True,3,85,,,,868,2,8,160,0,0,1,0,1,0
True,3,85,,,,916,8,4,40,0,1,0,0,1,1
True,3,85,,,,974,4,8,40,1,0,0,1,0,1
True,3,85,,,,1572,8,16,0,0,1,1,0,1,1
True,3,85,,,,1711,2,8,160,0,0,1,0,1,0
True,3,90,,,,339,2,4,10,1,1,0,1,1,1
True,3,90,,,,400,8,2,0,0,1,0,1,1,1
True,3,90,,,,521,4,1,40,1,1,1,0,0,1
True,3,90,,,,1643,4,8,40,1,1,0,0,0,0
True,3,90,,,,1781,4,2,40,1,1,0,1,0,1
True,3,95,,,,879,2,4,10,1,0,1,0,0,1
True,3,95,,,,1032,2,8,10,1,1,1,0,1,0
True,3,95,,,,1437,4,1,0,1,1,0,1,1,1
True,3,95,,,,1715,1,2,0,1,0,1,0,1,0
True,3,95,,,,1887,2,4,10,0,0,1,1,1,0
True,3,100,,,,385,1,16,0,0,1,1,1,1,1
True,3,100,,,,734,2,4,10,1,1,1,1,1,0
True,3,100,,,,793,4,4,0,1,0,1,1,0,0
True,3,100,,,,1577,4,1,10,1,1,0,0,1,0
True,3,100,,,,1839,4,2,0,0,1,1,0,0,1
True,4,10,,,,175,1,2,160,1,0,0,0,1,0
True,4,10,,,,361,4,4,160,0,0,0,0,1,0
True,4,10,,,,394,2,8,10,1,0,1,1,1,0
True,4,10,,,,440,8,1,0,0,0,1,0,0,1
True,4,10,,,,457,1,8,0,1,1,0,1,1,1
True,4,10,,,,710,8,16,40,0,1,1,1,1,0
True,4,10,,,,819,4,16,10,1,0,0,1,1,0
True,4,10,,,,1147,4,2,10,0,0,0,0,0,0
True,4,10,,,,1624,1,4,40,0,1,0,1,0,1
True,4,10,,,,1922,8,1,160,0,1,0,1,0,0
True,4,15,,,,96,2,16,40,0,1,1,1,1,1
True,4,15,,,,189,4,16,160,0,1,0,1,1,0
True,4,15,,,,397,1,16,40,0,1,1,0,1,0
True,4,15,,,,1404,8,16,160,1,1,1,1,1,1
True,4,15,,,,1548,4,16,160,0,0,0,1,0,1
True,4,20,,,,462,2,16,10,0,0,1,0,1,1
True,4,20,,,,1155,1,16,10,1,0,1,1,0,1
True,4,20,,,,1194,1,4,160,0,0,0,1,1,1
True,4,20,,,,1406,1,16,160,0,0,0,1,1,1
True,4,20,,,,1526,1,8,40,0,0,1,0,1,1
True,4,25,,,,150,8,2,160,1,0,0,0,0,1
