is_active,repetition,iteration,feature,first_option_value,second_option_value,taskID,threads,ref,rc_lookahead,no_8x8dct,no_cabac,no_deblock,no_mbtree,no_fast_pskip,no_mixed_refs
True,1,65,"('ref',)",1.0,,1686,1,1,0,1,0,0,1,0,0
True,1,70,"('threads',)",2.0,,731,2,2,160,1,1,0,0,1,1
True,1,70,"('no_mixed_refs', 'ref')",1.0,16.0,795,8,16,10,0,1,0,0,0,1
True,1,70,"('no_mixed_refs', 'ref')",1.0,16.0,851,2,16,10,0,0,0,1,0,1
True,1,70,"('no_mixed_refs', 'threads')",1.0,1.0,1158,1,4,0,1,0,1,1,0,1
True,1,70,"('ref',)",16.0,,1422,8,16,40,1,1,1,1,1,1
True,1,75,"('no_mixed_refs', 'ref')",0.0,4.0,16,8,4,0,0,0,0,0,0,0
True,1,75,"('ref',)",4.0,,499,4,4,40,1,1,0,1,0,0
True,1,75,"('no_mixed_refs', 'ref')",0.0,4.0,970,4,4,10,0,0,1,0,0,0
True,1,75,"('no_mixed_refs', 'threads')",1.0,1.0,1329,1,2,0,1,0,0,1,0,1
True,1,75,"('threads',)",2.0,,1771,2,8,40,0,0,0,0,0,0
True,1,80,"('no_deblock', 'ref')",1.0,2.0,635,8,2,0,0,1,1,1,0,1
True,1,80,"('threads',)",2.0,,752,2,4,160,0,1,0,1,1,1
True,1,80,"('threads',)",2.0,,1498,2,1,10,0,1,0,0,1,0
True,1,80,"('no_deblock', 'ref')",1.0,1.0,1510,1,1,160,1,1,1,1,0,0
True,1,80,"('ref',)",1.0,,1678,2,1,0,1,1,0,1,1,0
True,1,85,"('threads',)",1.0,,130,1,4,160,1,0,1,0,0,0
True,1,85,"('threads',)",2.0,,887,2,8,40,0,0,0,1,0,0
True,1,85,"('threads',)",8.0,,1095,8,1,0,0,1,0,1,0,0
True,1,85,"('ref',)",16.0,,1247,8,16,0,1,1,0,1,0,0
True,1,85,"('ref',)",16.0,,1368,8,16,40,1,0,0,0,0,0
True,1,90,"('no_mbtree', 'ref')",0.0,16.0,433,8,16,10,1,1,0,0,1,0
True,1,90,"('no_mbtree', 'ref')",0.0,4.0,544,8,4,160,0,1,1,0,0,1
True,1,90,"('ref',)",8.0,,910,4,8,40,0,1,0,1,0,0
True,1,90,"('no_mbtree', 'ref')",0.0,8.0,1345,8,8,10,1,0,1,0,0,0
True,1,90,"('ref',)",8.0,,1811,8,8,10,0,1,0,1,0,0
