is_active,model_name,repetition,iteration,function_name,feature,influence,min_influence,max_influence,mape
False,lasso,0,10,system,"('window',)",1612.1391513999622,,,118.05876363838055
False,lasso,0,10,system,"('compression',)",5767.049477291602,,,118.05876363838055
False,lasso,0,10,system,"('compression', 'window')",-111.0569324831655,,,118.05876363838055
False,ridge,0,10,system,"('window',)",-13.524027292669858,,,108.0025790519963
False,ridge,0,10,system,"('compression',)",1241.7148489056535,,,108.0025790519963
False,ridge,0,10,system,"('compression', 'window')",105.8339499614159,,,108.0025790519963
False,p4,0,10,system,"('compression', 'window')",134.1666259765625,133.63076782226562,134.70248413085938,87.05515375340765
False,lasso,0,15,system,"('window',)",77839.37703517264,,,9492.859710137229
False,lasso,0,15,system,"('compression',)",31476.883294595216,,,9492.859710137229
False,lasso,0,15,system,"('compression', 'window')",-15726.97000110807,,,9492.859710137229
False,ridge,0,15,system,"('window',)",69211.49411166307,,,9448.13349087446
False,ridge,0,15,system,"('compression',)",12263.34705986876,,,9448.13349087446
False,ridge,0,15,system,"('compression', 'window')",-14693.382113974476,,,9448.13349087446
False,p4,0,15,system,"('compression', 'window')",1.505619764328003,1.505619764328003,1.505619764328003,7467.664945098934
False,lasso,0,20,system,"('window',)",89520.91483652421,,,8467.6318966869
False,lasso,0,20,system,"('compression',)",71176.24580168113,,,8467.6318966869
False,lasso,0,20,system,"('compression', 'window')",-15863.071643241556,,,8467.6318966869
False,ridge,0,20,system,"('window',)",77002.72001766523,,,8422.01436709262
False,ridge,0,20,system,"('compression',)",42835.493620864334,,,8422.01436709262
False,ridge,0,20,system,"('compression', 'window')",-14322.0968406248,,,8422.01436709262
False,p4,0,20,system,"('compression', 'window')",1.6942798495292664,1.5330291986465454,1.8555305004119875,5120.073626491149
False,lasso,0,25,system,"('window',)",94143.21860536974,,,6647.436459861278
False,lasso,0,25,system,"('compression',)",120622.58339592282,,,6647.436459861278
False,lasso,0,25,system,"('compression', 'window')",-15909.807436144334,,,6647.436459861278
False,ridge,0,25,system,"('window',)",77457.87287219957,,,6527.054040314344
False,ridge,0,25,system,"('compression',)",83381.90006728754,,,6527.054040314344
False,ridge,0,25,system,"('compression', 'window')",-13861.354632539127,,,6527.054040314344
False,p4,0,25,system,"('compression', 'window')",1.637415647506714,1.4883155822753906,1.786515712738037,4398.409996838683
False,lasso,0,30,system,"('window',)",6512.62488396959,,,3867.940657375656
False,lasso,0,30,system,"('compression',)",-62331.16619156276,,,3867.940657375656
False,lasso,0,30,system,"('compression', 'window')",-2378.301917612381,,,3867.940657375656
False,ridge,0,30,system,"('window',)",11748.436881814518,,,3868.462008650949
False,ridge,0,30,system,"('compression',)",-50290.79871384527,,,3868.462008650949
False,ridge,0,30,system,"('compression', 'window')",-3004.487709890356,,,3868.462008650949
False,p4,0,30,system,"('compression', 'window')",3.799360001721652e-06,3.799360001721652e-06,3.799360001721652e-06,3582.9338963277705
False,lasso,0,40,system,"('window',)",-243824.42866816712,,,3539.842546501004
False,lasso,0,40,system,"('compression',)",-693309.147063856,,,3539.842546501004
False,lasso,0,40,system,"('compression', 'window')",31750.853082587862,,,3539.842546501004
False,ridge,0,40,system,"('window',)",-191256.1081682965,,,3101.59319929069
False,ridge,0,40,system,"('compression',)",-580382.9263332989,,,3101.59319929069
False,ridge,0,40,system,"('compression', 'window')",25695.35664142426,,,3101.59319929069
False,p4,0,40,system,"('window',)",1.300910472869873,1.2998046875,1.302016258239746,6091.74138157739
False,p4,0,40,system,"('compression',)",0.2868798077106476,0.2861090898513794,0.2876505255699157,6091.74138157739
False,p4,0,40,system,"('compression', 'window')",1.876694917678833,1.8764283657073968,1.8769614696502688,6091.74138157739
False,lasso,0,45,system,"('window',)",-238029.87994316863,,,3402.0935614582177
False,lasso,0,45,system,"('compression',)",-664185.6236600784,,,3402.0935614582177
False,lasso,0,45,system,"('compression', 'window')",30716.003870936216,,,3402.0935614582177
False,ridge,0,45,system,"('window',)",-192554.6902519344,,,2905.255188705747
False,ridge,0,45,system,"('compression',)",-565951.0874160154,,,2905.255188705747
False,ridge,0,45,system,"('compression', 'window')",25537.43630901557,,,2905.255188705747
False,p4,0,45,system,"('compression',)",-0.3900431841611862,-0.3910652697086334,-0.389021098613739,5320.662549330217
False,p4,0,45,system,"('compression', 'window')",-1.9506539702415464,-1.9521992206573489,-1.9491087198257449,5320.662549330217
False,lasso,0,50,system,"('window',)",-187532.75065216416,,,2783.2877701897205
False,lasso,0,50,system,"('compression',)",-536325.3918457649,,,2783.2877701897205
False,lasso,0,50,system,"('compression', 'window')",24478.40805159176,,,2783.2877701897205
False,ridge,0,50,system,"('window',)",-157063.60322511566,,,2460.927693595864
False,ridge,0,50,system,"('compression',)",-469835.03667334,,,2460.927693595864
False,ridge,0,50,system,"('compression', 'window')",21004.677198880152,,,2460.927693595864
False,p4,0,50,system,"('window',)",0.0357409659773111,0.0357362478971481,0.0357456840574741,4757.36994721356
False,lasso,0,55,system,"('window',)",-188682.21764226016,,,2806.445220854069
False,lasso,0,55,system,"('compression',)",-533130.2553258295,,,2806.445220854069
False,lasso,0,55,system,"('compression', 'window')",24454.975116309408,,,2806.445220854069
False,ridge,0,55,system,"('window',)",-159349.78574733698,,,2482.4654015407305
False,ridge,0,55,system,"('compression',)",-468955.05053251126,,,2482.4654015407305
False,ridge,0,55,system,"('compression', 'window')",21103.630865046536,,,2482.4654015407305
False,p4,0,55,system,"('window',)",-1.2907975912094116,-1.2908868789672852,-1.290708303451538,4303.2204545550485
