is_active,model_name,repetition,iteration,function_name,feature,influence,min_influence,max_influence,mape
True,lasso,0,10,system,"('window',)",1612.1391513999622,,,118.05876363838055
True,lasso,0,10,system,"('compression',)",5767.049477291602,,,118.05876363838055
True,lasso,0,10,system,"('compression', 'window')",-111.0569324831655,,,118.05876363838055
True,ridge,0,10,system,"('window',)",-13.524027292669858,,,108.0025790519963
True,ridge,0,10,system,"('compression',)",1241.7148489056535,,,108.0025790519963
True,ridge,0,10,system,"('compression', 'window')",105.8339499614159,,,108.0025790519963
True,p4,0,10,system,"('compression', 'window')",134.1666259765625,133.63076782226562,134.70248413085938,87.05515375340765
True,lasso,0,15,system,"('window',)",77839.37703517264,,,9492.859710137229
True,lasso,0,15,system,"('compression',)",31476.883294595216,,,9492.859710137229
True,lasso,0,15,system,"('compression', 'window')",-15726.97000110807,,,9492.859710137229
True,ridge,0,15,system,"('window',)",69211.49411166307,,,9448.13349087446
True,ridge,0,15,system,"('compression',)",12263.34705986876,,,9448.13349087446
True,ridge,0,15,system,"('compression', 'window')",-14693.382113974476,,,9448.13349087446
True,p4,0,15,system,"('compression', 'window')",1.505619764328003,1.505619764328003,1.505619764328003,7467.664945098934
True,lasso,0,20,system,"('window',)",89520.91483652421,,,8467.6318966869
True,lasso,0,20,system,"('compression',)",71176.24580168113,,,8467.6318966869
True,lasso,0,20,system,"('compression', 'window')",-15863.071643241556,,,8467.6318966869
True,ridge,0,20,system,"('window',)",77002.72001766523,,,8422.01436709262
True,ridge,0,20,system,"('compression',)",42835.493620864334,,,8422.01436709262
True,ridge,0,20,system,"('compression', 'window')",-14322.0968406248,,,8422.01436709262
True,p4,0,20,system,"('compression', 'window')",1.6942798495292664,1.5330291986465454,1.8555305004119875,5120.073626491149
True,lasso,0,25,system,"('window',)",94143.21860536974,,,6647.436459861278
True,lasso,0,25,system,"('compression',)",120622.58339592282,,,6647.436459861278
True,lasso,0,25,system,"('compression', 'window')",-15909.807436144334,,,6647.436459861278
True,ridge,0,25,system,"('window',)",77457.87287219957,,,6527.054040314344
True,ridge,0,25,system,"('compression',)",83381.90006728754,,,6527.054040314344
True,ridge,0,25,system,"('compression', 'window')",-13861.354632539127,,,6527.054040314344
True,p4,0,25,system,"('compression', 'window')",1.637415647506714,1.4883155822753906,1.786515712738037,4398.409996838683
True,lasso,0,30,system,"('window',)",6512.62488396959,,,3867.940657375656
True,lasso,0,30,system,"('compression',)",-62331.16619156276,,,3867.940657375656
