is_active,model_name,repetition,iteration,function_name,feature,influence,min_influence,max_influence,mape
True,p4,0,15,weighted_p4_influences_by_functions_system_results,"('window',)",145.7309237393466,145.0440007990057,146.4178466796875,
True,p4,0,15,weighted_p4_influences_by_functions_system_results,"('compression', 'window')",7.184405933726918,7.153277310458097,7.215534556995738,
True,p4,0,15,average_p4_influences_system_results,"('window',)",145.7309237393466,145.0440007990057,146.4178466796875,
True,p4,0,15,average_p4_influences_system_results,"('compression', 'window')",7.184405933726918,7.153277310458097,7.215534556995738,
True,p4,0,15,weighted_p4_influences_by_vif_system_results,"('window',)",145.7309237393466,145.0440007990057,146.4178466796875,
True,p4,0,15,weighted_p4_influences_by_vif_system_results,"('compression', 'window')",7.184405933726918,7.153277310458097,7.215534556995738,
True,p4,0,20,weighted_p4_influences_by_functions_system_results,"('compression', 'window')",21.07399718327956,20.870695309205487,21.277299057353627,
True,p4,0,20,weighted_p4_influences_by_functions_system_results,"('window',)",111.78197340531784,109.49747813831678,114.0664686723189,
True,p4,0,20,average_p4_influences_system_results,"('compression', 'window')",21.07399718327956,20.870695309205487,21.277299057353627,
True,p4,0,20,average_p4_influences_system_results,"('window',)",111.78197340531784,109.49747813831678,114.0664686723189,
True,p4,0,20,weighted_p4_influences_by_vif_system_results,"('compression', 'window')",21.07399718327956,20.870695309205487,21.277299057353627,
True,p4,0,20,weighted_p4_influences_by_vif_system_results,"('window',)",111.78197340531784,109.49747813831678,114.0664686723189,
True,p4,0,25,weighted_p4_influences_by_functions_system_results,"('window',)",-1163.5981180017643,-1309.9781804518266,-1017.2180555517024,
True,p4,0,25,weighted_p4_influences_by_functions_system_results,"('compression',)",949.1133846803144,674.0357674685391,1224.1910018920898,
True,p4,0,25,weighted_p4_influences_by_functions_system_results,"('compression', 'window')",125.99355745925143,111.81833492083985,140.16877999766305,
True,p4,0,25,average_p4_influences_system_results,"('window',)",-1163.5981180017643,-1309.9781804518266,-1017.2180555517024,
True,p4,0,25,average_p4_influences_system_results,"('compression',)",949.1133846803144,674.0357674685391,1224.1910018920898,
True,p4,0,25,average_p4_influences_system_results,"('compression', 'window')",125.99355745925143,111.81833492083985,140.16877999766305,
True,p4,0,25,weighted_p4_influences_by_vif_system_results,"('window',)",-1163.5981180017643,-1309.9781804518266,-1017.2180555517024,
True,p4,0,25,weighted_p4_influences_by_vif_system_results,"('compression',)",949.1133846803144,674.0357674685391,1224.1910018920898,
True,p4,0,25,weighted_p4_influences_by_vif_system_results,"('compression', 'window')",125.99355745925143,111.81833492083985,140.16877999766305,
True,p4,0,30,weighted_p4_influences_by_functions_system_results,"('window',)",-811.6128717769275,-1153.4703070900655,-469.7554364637895,
True,p4,0,30,weighted_p4_influences_by_functions_system_results,"('compression',)",864.4037083929232,-81.06527501886558,1809.872691804712,
True,p4,0,30,weighted_p4_influences_by_functions_system_results,"('compression', 'window')",118.454424159432,74.9059768373316,162.0028714815324,
True,p4,0,30,average_p4_influences_system_results,"('window',)",-811.6128717769275,-1153.4703070900655,-469.7554364637895,
True,p4,0,30,average_p4_influences_system_results,"('compression',)",864.4037083929232,-81.06527501886558,1809.872691804712,
True,p4,0,30,average_p4_influences_system_results,"('compression', 'window')",118.454424159432,74.9059768373316,162.0028714815324,
