is_active,repetition,iteration,feature,first_option_value,second_option_value,taskID,window,compression
True,0,10,,,,33,12,8
True,0,10,,,,44,13,7
True,0,10,,,,69,15,8
True,0,10,,,,103,18,6
True,0,10,,,,116,19,7
True,0,10,,,,119,19,10
True,0,10,,,,152,22,7
True,0,10,,,,163,23,6
True,0,10,,,,166,23,9
True,0,10,,,,177,24,8
True,0,15,"('window',)",24.0,,175,24,6
True,0,15,"('window',)",24.0,,176,24,7
True,0,15,"('window',)",24.0,,178,24,9
True,0,15,"('window',)",24.0,,179,24,10
True,0,15,"('window',)",24.0,,180,24,11
True,0,20,"('window',)",14.0,,60,14,11
True,0,20,"('window',)",22.0,,150,22,5
True,0,20,"('window',)",22.0,,151,22,6
True,0,20,"('window',)",22.0,,153,22,8
True,0,20,"('window',)",22.0,,155,22,10
True,0,25,"('window',)",18.0,,105,18,8
True,0,25,"('window',)",18.0,,107,18,10
True,0,25,"('window',)",18.0,,108,18,11
True,0,25,"('compression',)",5.0,,114,19,5
True,0,25,"('compression',)",5.0,,174,24,5
True,0,30,,,,68,15,7
True,0,30,,,,83,16,10
True,0,30,,,,90,17,5
True,0,30,,,,139,21,6
True,0,30,,,,140,21,7
True,0,35,,,,11,10,10
True,0,35,,,,45,13,8
True,0,35,,,,56,14,7
True,0,35,,,,144,21,11
True,0,35,,,,167,23,10
True,0,40,,,,12,10,11
True,0,40,,,,24,11,11
True,0,40,,,,57,14,8
True,0,40,,,,84,16,11
True,0,40,,,,95,17,10
True,0,45,"('window',)",12.0,,32,12,7
True,0,45,"('window',)",12.0,,35,12,10
True,0,45,"('window',)",12.0,,36,12,11
True,0,45,"('compression',)",9.0,,94,17,9
True,0,45,"('compression',)",9.0,,142,21,9
True,0,50,"('compression',)",10.0,,23,11,10
True,0,50,"('window',)",14.0,,59,14,10
True,0,50,"('window',)",15.0,,71,15,10
True,0,50,"('window',)",15.0,,72,15,11
True,0,50,"('compression',)",5.0,,102,18,5
True,0,55,,,,9,10,8
True,0,55,,,,21,11,8
True,0,55,,,,48,13,11
True,0,55,,,,165,23,8
True,0,55,,,,168,23,11
True,0,60,,,,8,10,7
True,0,60,,,,47,13,10
True,0,60,,,,80,16,7
True,0,60,,,,93,17,8
True,0,60,,,,115,19,6
True,1,10,,,,9,10,8
True,1,10,,,,21,11,8
True,1,10,,,,23,11,10
True,1,10,,,,33,12,8
True,1,10,,,,44,13,7
True,1,10,,,,56,14,7
True,1,10,,,,81,16,8
True,1,10,,,,104,18,7
True,1,10,,,,163,23,6
True,1,10,,,,176,24,7
True,1,15,,,,20,11,7
True,1,15,,,,107,18,10
True,1,15,,,,142,21,9
True,1,15,,,,153,22,8
True,1,15,,,,156,22,11
True,1,20,"('window',)",14.0,,59,14,10
True,1,20,"('window',)",17.0,,94,17,9
True,1,20,"('window',)",21.0,,138,21,5
True,1,20,"('window',)",21.0,,139,21,6
True,1,20,"('window',)",21.0,,141,21,8
True,1,25,"('window',)",16.0,,80,16,7
True,1,25,"('window',)",16.0,,83,16,10
True,1,25,"('window',)",17.0,,91,17,6
True,1,25,"('window',)",17.0,,92,17,7
True,1,25,"('window',)",17.0,,93,17,8
True,1,30,"('window',)",24.0,,174,24,5
True,1,30,"('window',)",24.0,,177,24,8
True,1,30,"('window',)",24.0,,178,24,9
True,1,30,"('window',)",24.0,,179,24,10
True,1,30,"('window',)",24.0,,180,24,11
True,1,35,"('compression',)",5.0,,102,18,5
True,1,35,"('compression',)",5.0,,162,23,5
True,1,35,"('window',)",23.0,,164,23,7
True,1,35,"('window',)",23.0,,166,23,9
True,1,35,"('window',)",23.0,,168,23,11
True,1,40,"('window',)",13.0,,45,13,8
True,1,40,"('window',)",13.0,,47,13,10
True,1,40,"('compression',)",7.0,,68,15,7
True,1,40,"('compression',)",11.0,,84,16,11
True,1,40,"('compression',)",6.0,,103,18,6
True,1,45,"('window',)",15.0,,69,15,8
True,1,45,"('window',)",15.0,,71,15,10
True,1,45,"('compression',)",11.0,,72,15,11
True,1,45,"('compression',)",5.0,,114,19,5
True,1,45,"('compression',)",5.0,,150,22,5
True,1,50,"('compression',)",10.0,,35,12,10
True,1,50,"('compression',)",11.0,,48,13,11
True,1,50,"('window',)",19.0,,116,19,7
True,1,50,"('window',)",19.0,,117,19,8
True,1,50,"('compression',)",9.0,,154,22,9
True,1,55,"('window',)",10.0,,8,10,7
True,1,55,"('window',)",10.0,,11,10,10
True,1,55,"('window',)",11.0,,24,11,11
True,1,55,"('window',)",14.0,,60,14,11
True,1,55,"('window',)",19.0,,119,19,10
True,1,60,,,,32,12,7
True,1,60,,,,36,12,11
True,1,60,,,,57,14,8
True,1,60,,,,105,18,8
True,1,60,,,,152,22,7
True,2,10,,,,24,11,11
True,2,10,,,,48,13,11
True,2,10,,,,71,15,10
True,2,10,,,,96,17,11
True,2,10,,,,107,18,10
True,2,10,,,,115,19,6
True,2,10,,,,119,19,10
True,2,10,,,,138,21,5
True,2,10,,,,162,23,5
True,2,10,,,,176,24,7
True,2,15,,,,47,13,10
True,2,15,,,,60,14,11
True,2,15,,,,117,19,8
True,2,15,,,,151,22,6
True,2,15,,,,177,24,8
True,2,20,"('compression',)",7.0,,68,15,7
True,2,20,"('compression',)",7.0,,80,16,7
True,2,20,"('compression',)",7.0,,104,18,7
True,2,20,"('compression',)",7.0,,116,19,7
True,2,20,"('compression',)",7.0,,140,21,7
True,2,25,"('compression',)",8.0,,69,15,8
True,2,25,"('compression',)",8.0,,81,16,8
True,2,25,"('compression',)",8.0,,93,17,8
True,2,25,"('compression',)",8.0,,105,18,8
True,2,25,"('compression',)",8.0,,153,22,8
True,2,30,"('compression',)",5.0,,102,18,5
True,2,30,"('compression',)",5.0,,114,19,5
True,2,30,"('compression',)",5.0,,150,22,5
