is_active,repetition,iteration,feature,first_option_value,second_option_value,taskID,window,compression
True,2,55,,,,23,11,10
True,2,55,,,,32,12,7
True,2,55,,,,116,19,7
True,2,55,,,,129,20,8
True,2,55,,,,139,21,6
True,2,60,"('window',)",12.0,,33,12,8
True,2,60,"('window',)",12.0,,35,12,10
True,2,60,"('window',)",20.0,,132,20,11
True,2,60,"('window',)",23.0,,165,23,8
True,2,60,"('window',)",24.0,,175,24,6
True,3,10,,,,8,10,7
True,3,10,,,,12,10,11
True,3,10,,,,35,12,10
True,3,10,,,,60,14,11
True,3,10,,,,69,15,8
True,3,10,,,,80,16,7
True,3,10,,,,108,18,11
True,3,10,,,,138,21,5
True,3,10,,,,164,23,7
True,3,10,,,,166,23,9
True,3,15,"('compression',)",9.0,,106,18,9
True,3,15,"('compression',)",9.0,,118,19,9
True,3,15,"('compression',)",9.0,,130,20,9
True,3,15,"('compression',)",9.0,,142,21,9
True,3,15,"('compression',)",9.0,,178,24,9
True,3,20,"('compression',)",5.0,,162,23,5
True,3,20,"('compression',)",5.0,,174,24,5
True,3,20,"('window',)",24.0,,176,24,7
True,3,20,"('window',)",24.0,,177,24,8
True,3,20,"('window',)",24.0,,180,24,11
True,3,25,"('compression',)",10.0,,83,16,10
True,3,25,"('compression',)",10.0,,119,19,10
True,3,25,"('window',)",20.0,,127,20,6
True,3,25,"('window',)",20.0,,129,20,8
True,3,25,"('window',)",20.0,,132,20,11
True,3,30,"('window',)",15.0,,71,15,10
True,3,30,"('window',)",15.0,,72,15,11
True,3,30,"('window',)",19.0,,117,19,8
True,3,30,"('compression',)",6.0,,139,21,6
True,3,30,"('compression',)",6.0,,163,23,6
True,3,35,"('window',)",14.0,,57,14,8
True,3,35,"('window',)",14.0,,59,14,10
True,3,35,"('window',)",19.0,,120,19,11
True,3,35,"('window',)",20.0,,126,20,5
True,3,35,"('window',)",20.0,,128,20,7
True,3,40,,,,94,17,9
True,3,40,,,,103,18,6
True,3,40,,,,116,19,7
True,3,40,,,,144,21,11
True,3,40,,,,165,23,8
True,3,45,,,,11,10,10
True,3,45,,,,20,11,7
True,3,45,,,,24,11,11
True,3,45,,,,105,18,8
True,3,45,,,,153,22,8
True,3,50,"('compression',)",8.0,,81,16,8
True,3,50,"('compression',)",11.0,,84,16,11
True,3,50,"('compression',)",6.0,,151,22,6
True,3,50,"('window',)",22.0,,152,22,7
True,3,50,"('window',)",22.0,,155,22,10
True,3,55,"('compression',)",8.0,,45,13,8
True,3,55,"('compression',)",5.0,,90,17,5
True,3,55,"('window',)",17.0,,92,17,7
True,3,55,"('window',)",17.0,,96,17,11
True,3,55,"('compression',)",5.0,,102,18,5
True,3,60,"('window',)",10.0,,9,10,8
True,3,60,"('window',)",11.0,,21,11,8
True,3,60,"('window',)",12.0,,33,12,8
True,3,60,"('window',)",13.0,,44,13,7
True,3,60,"('window',)",23.0,,167,23,10
True,4,10,,,,9,10,8
True,4,10,,,,33,12,8
True,4,10,,,,118,19,9
True,4,10,,,,127,20,6
True,4,10,,,,132,20,11
True,4,10,,,,140,21,7
True,4,10,,,,156,22,11
True,4,10,,,,164,23,7
True,4,10,,,,167,23,10
True,4,10,,,,179,24,10
True,4,15,"('window',)",24.0,,174,24,5
True,4,15,"('window',)",24.0,,175,24,6
True,4,15,"('window',)",24.0,,177,24,8
True,4,15,"('window',)",24.0,,178,24,9
True,4,15,"('window',)",24.0,,180,24,11
True,4,20,"('window',)",22.0,,150,22,5
True,4,20,"('window',)",22.0,,151,22,6
True,4,20,"('window',)",22.0,,153,22,8
True,4,20,"('window',)",22.0,,154,22,9
True,4,20,"('window',)",22.0,,155,22,10
True,4,25,"('window',)",21.0,,138,21,5
True,4,25,"('window',)",21.0,,139,21,6
True,4,25,"('window',)",21.0,,142,21,9
True,4,25,"('window',)",21.0,,143,21,10
True,4,25,"('window',)",21.0,,144,21,11
True,4,30,"('window',)",17.0,,92,17,7
True,4,30,"('window',)",19.0,,114,19,5
True,4,30,"('window',)",19.0,,116,19,7
True,4,30,"('window',)",19.0,,117,19,8
True,4,30,"('window',)",19.0,,119,19,10
True,4,35,"('window',)",17.0,,91,17,6
True,4,35,"('window',)",17.0,,94,17,9
True,4,35,"('window',)",17.0,,95,17,10
True,4,35,"('window',)",17.0,,96,17,11
True,4,35,"('window',)",23.0,,163,23,6
True,4,40,"('window',)",12.0,,35,12,10
True,4,40,"('window',)",12.0,,36,12,11
True,4,40,"('compression',)",5.0,,126,20,5
True,4,40,"('window',)",22.0,,152,22,7
True,4,40,"('compression',)",5.0,,162,23,5
True,4,45,"('compression',)",7.0,,8,10,7
True,4,45,"('compression',)",7.0,,20,11,7
True,4,45,"('compression',)",7.0,,68,15,7
True,4,45,"('compression',)",7.0,,80,16,7
True,4,45,"('compression',)",10.0,,107,18,10
True,4,50,"('compression',)",8.0,,57,14,8
True,4,50,"('compression',)",10.0,,59,14,10
True,4,50,"('compression',)",11.0,,60,14,11
True,4,50,"('compression',)",9.0,,130,20,9
True,4,50,"('compression',)",9.0,,166,23,9
True,4,55,"('compression',)",8.0,,81,16,8
True,4,55,"('compression',)",11.0,,84,16,11
True,4,55,"('compression',)",5.0,,102,18,5
True,4,55,"('window',)",18.0,,103,18,6
True,4,55,"('window',)",18.0,,105,18,8
True,4,60,,,,11,10,10
True,4,60,,,,12,10,11
True,4,60,,,,47,13,10
True,4,60,,,,72,15,11
True,4,60,,,,131,20,10
True,5,10,,,,24,11,11
True,5,10,,,,32,12,7
True,5,10,,,,48,13,11
True,5,10,,,,56,14,7
True,5,10,,,,84,16,11
True,5,10,,,,92,17,7
True,5,10,,,,143,21,10
True,5,10,,,,144,21,11
True,5,10,,,,165,23,8
True,5,10,,,,175,24,6
True,5,15,"('window',)",20.0,,127,20,6
True,5,15,"('window',)",24.0,,174,24,5
True,5,15,"('window',)",24.0,,176,24,7
True,5,15,"('window',)",24.0,,179,24,10
True,5,15,"('window',)",24.0,,180,24,11
True,5,20,"('window',)",17.0,,96,17,11
True,5,20,"('window',)",20.0,,129,20,8
True,5,20,"('window',)",20.0,,130,20,9
True,5,20,"('window',)",20.0,,131,20,10
True,5,20,"('window',)",20.0,,132,20,11
True,5,25,"('window',)",22.0,,150,22,5
True,5,25,"('window',)",23.0,,162,23,5
True,5,25,"('window',)",23.0,,164,23,7
True,5,25,"('window',)",23.0,,166,23,9
True,5,25,"('window',)",23.0,,168,23,11
True,5,30,"('window',)",16.0,,83,16,10
True,5,30,"('window',)",22.0,,153,22,8
True,5,30,"('window',)",22.0,,154,22,9
True,5,30,"('window',)",22.0,,155,22,10
True,5,30,"('window',)",22.0,,156,22,11
True,5,35,"('window',)",14.0,,57,14,8
True,5,35,"('window',)",14.0,,59,14,10
True,5,35,"('window',)",14.0,,60,14,11
True,5,35,"('window',)",19.0,,120,19,11
True,5,35,"('window',)",21.0,,138,21,5
True,5,40,,,,11,10,10
True,5,40,,,,68,15,7
True,5,40,,,,105,18,8
True,5,40,,,,114,19,5
True,5,40,,,,119,19,10
True,5,45,,,,12,10,11
True,5,45,,,,33,12,8
True,5,45,,,,90,17,5
True,5,45,,,,139,21,6
True,5,45,,,,141,21,8
True,5,50,"('window',)",12.0,,36,12,11
True,5,50,"('window',)",13.0,,45,13,8
True,5,50,"('window',)",15.0,,72,15,11
True,5,50,"('window',)",18.0,,103,18,6
True,5,50,"('window',)",18.0,,104,18,7
True,5,55,"('window',)",11.0,,20,11,7
True,5,55,"('window',)",11.0,,21,11,8
True,5,55,"('window',)",17.0,,95,17,10
True,5,55,"('window',)",19.0,,117,19,8
True,5,55,"('window',)",21.0,,140,21,7
True,5,60,"('window',)",10.0,,8,10,7
True,5,60,"('window',)",10.0,,9,10,8
True,5,60,"('window',)",12.0,,35,12,10
True,5,60,"('window',)",15.0,,71,15,10
True,5,60,"('window',)",16.0,,80,16,7
True,6,10,,,,9,10,8
True,6,10,,,,35,12,10
True,6,10,,,,81,16,8
True,6,10,,,,83,16,10
True,6,10,,,,139,21,6
True,6,10,,,,144,21,11
True,6,10,,,,165,23,8
True,6,10,,,,167,23,10
True,6,10,,,,176,24,7
True,6,10,,,,177,24,8
True,6,15,"('window',)",12.0,,33,12,8
True,6,15,"('window',)",12.0,,36,12,11
True,6,15,"('window',)",24.0,,175,24,6
True,6,15,"('window',)",24.0,,178,24,9
True,6,15,"('window',)",24.0,,180,24,11
True,6,20,"('window',)",10.0,,11,10,10
True,6,20,"('window',)",10.0,,12,10,11
True,6,20,"('compression',)",9.0,,94,17,9
True,6,20,"('compression',)",9.0,,106,18,9
True,6,20,"('compression',)",9.0,,130,20,9
True,6,25,,,,24,11,11
True,6,25,,,,56,14,7
True,6,25,,,,108,18,11
True,6,25,,,,141,21,8
True,6,25,,,,155,22,10
True,6,30,"('compression',)",7.0,,20,11,7
True,6,30,"('window',)",22.0,,150,22,5
True,6,30,"('window',)",22.0,,151,22,6
True,6,30,"('compression',)",7.0,,152,22,7
True,6,30,"('compression',)",7.0,,164,23,7
True,6,35,"('window',)",14.0,,57,14,8
True,6,35,"('window',)",14.0,,59,14,10
True,6,35,"('compression',)",5.0,,90,17,5
True,6,35,"('compression',)",5.0,,102,18,5
True,6,35,"('compression',)",5.0,,162,23,5
True,6,40,,,,68,15,7
True,6,40,,,,69,15,8
True,6,40,,,,71,15,10
True,6,40,,,,72,15,11
True,6,40,,,,166,23,9
True,6,45,,,,80,16,7
True,6,45,,,,91,17,6
True,6,45,,,,92,17,7
True,6,45,,,,93,17,8
True,6,45,,,,140,21,7
True,6,50,,,,44,13,7
True,6,50,,,,115,19,6
True,6,50,,,,116,19,7
True,6,50,,,,131,20,10
True,6,50,,,,168,23,11
True,6,55,"('window',)",13.0,,45,13,8
True,6,55,"('window',)",13.0,,47,13,10
True,6,55,"('window',)",19.0,,119,19,10
True,6,55,"('compression',)",5.0,,126,20,5
True,6,55,"('compression',)",5.0,,174,24,5
True,6,60,"('compression',)",8.0,,21,11,8
True,6,60,"('window',)",11.0,,23,11,10
True,6,60,"('window',)",18.0,,104,18,7
True,6,60,"('compression',)",9.0,,118,19,9
True,6,60,"('window',)",20.0,,132,20,11
True,7,10,,,,47,13,10
True,7,10,,,,72,15,11
True,7,10,,,,81,16,8
True,7,10,,,,114,19,5
True,7,10,,,,119,19,10
True,7,10,,,,139,21,6
True,7,10,,,,154,22,9
True,7,10,,,,155,22,10
True,7,10,,,,164,23,7
True,7,10,,,,176,24,7
True,7,15,"('compression',)",9.0,,130,20,9
True,7,15,"('compression',)",9.0,,166,23,9
True,7,15,"('window',)",24.0,,174,24,5
True,7,15,"('window',)",24.0,,177,24,8
True,7,15,"('window',)",24.0,,179,24,10
True,7,20,"('window',)",12.0,,35,12,10
True,7,20,"('window',)",20.0,,126,20,5
True,7,20,"('window',)",20.0,,128,20,7
True,7,20,"('window',)",20.0,,129,20,8
True,7,20,"('window',)",20.0,,131,20,10
True,7,25,"('window',)",12.0,,32,12,7
True,7,25,"('window',)",12.0,,36,12,11
True,7,25,"('compression',)",6.0,,115,19,6
True,7,25,"('compression',)",6.0,,163,23,6
True,7,25,"('compression',)",6.0,,175,24,6
True,7,30,"('compression',)",11.0,,48,13,11
True,7,30,"('compression',)",11.0,,84,16,11
True,7,30,"('compression',)",11.0,,108,18,11
True,7,30,"('window',)",21.0,,141,21,8
True,7,30,"('window',)",21.0,,143,21,10
True,7,35,,,,9,10,8
True,7,35,,,,12,10,11
True,7,35,,,,57,14,8
True,7,35,,,,83,16,10
True,7,35,,,,104,18,7
True,7,40,,,,20,11,7
True,7,40,,,,21,11,8
True,7,40,,,,33,12,8
True,7,40,,,,95,17,10
True,7,40,,,,105,18,8
True,7,45,,,,23,11,10
True,7,45,,,,24,11,11
True,7,45,,,,90,17,5
True,7,45,,,,150,22,5
True,7,45,,,,165,23,8
True,7,50,,,,68,15,7
True,7,50,,,,96,17,11
True,7,50,,,,151,22,6
True,7,50,,,,153,22,8
True,7,50,,,,162,23,5
True,7,55,"('compression',)",8.0,,93,17,8
True,7,55,"('compression',)",9.0,,94,17,9
True,7,55,"('compression',)",8.0,,117,19,8
True,7,55,"('compression',)",9.0,,118,19,9
True,7,55,"('compression',)",11.0,,156,22,11
True,7,60,,,,8,10,7
True,7,60,,,,44,13,7
True,7,60,,,,152,22,7
True,7,60,,,,167,23,10
True,7,60,,,,168,23,11
True,8,10,,,,21,11,8
True,8,10,,,,32,12,7
True,8,10,,,,45,13,8
True,8,10,,,,84,16,11
True,8,10,,,,120,19,11
True,8,10,,,,126,20,5
True,8,10,,,,142,21,9
True,8,10,,,,150,22,5
True,8,10,,,,154,22,9
True,8,10,,,,166,23,9
True,8,15,"('window',)",23.0,,162,23,5
True,8,15,"('window',)",23.0,,163,23,6
True,8,15,"('window',)",23.0,,165,23,8
True,8,15,"('window',)",23.0,,167,23,10
True,8,15,"('window',)",23.0,,168,23,11
True,8,20,"('compression',)",10.0,,11,10,10
True,8,20,"('compression',)",10.0,,131,20,10
True,8,20,"('window',)",21.0,,141,21,8
True,8,20,"('window',)",21.0,,143,21,10
True,8,20,"('compression',)",10.0,,155,22,10
True,8,25,"('compression',)",7.0,,8,10,7
True,8,25,"('compression',)",7.0,,20,11,7
True,8,25,"('compression',)",6.0,,139,21,6
True,8,25,"('compression',)",6.0,,151,22,6
True,8,25,"('compression',)",6.0,,175,24,6
True,8,30,"('compression',)",9.0,,94,17,9
True,8,30,"('compression',)",9.0,,118,19,9
True,8,30,"('compression',)",9.0,,130,20,9
True,8,30,"('compression',)",11.0,,156,22,11
True,8,30,"('compression',)",9.0,,178,24,9
True,8,35,"('compression',)",5.0,,102,18,5
True,8,35,"('compression',)",8.0,,105,18,8
True,8,35,"('compression',)",5.0,,114,19,5
True,8,35,"('compression',)",5.0,,138,21,5
True,8,35,"('compression',)",5.0,,174,24,5
True,8,40,"('compression',)",7.0,,44,13,7
True,8,40,"('compression',)",7.0,,68,15,7
True,8,40,"('compression',)",7.0,,92,17,7
True,8,40,"('compression',)",7.0,,104,18,7
True,8,40,"('compression',)",7.0,,164,23,7
True,8,45,"('window',)",14.0,,57,14,8
True,8,45,"('window',)",14.0,,59,14,10
True,8,45,"('window',)",15.0,,69,15,8
True,8,45,"('window',)",15.0,,72,15,11
True,8,45,"('window',)",20.0,,129,20,8
True,8,50,"('window',)",16.0,,80,16,7
True,8,50,"('window',)",16.0,,81,16,8
True,8,50,"('window',)",17.0,,93,17,8
True,8,50,"('window',)",17.0,,95,17,10
True,8,50,"('window',)",18.0,,108,18,11
True,8,55,,,,23,11,10
True,8,55,,,,33,12,8
True,8,55,,,,117,19,8
True,8,55,,,,177,24,8
True,8,55,,,,180,24,11
True,8,60,,,,24,11,11
True,8,60,,,,35,12,10
True,8,60,,,,36,12,11
True,8,60,,,,56,14,7
True,8,60,,,,132,20,11
True,9,10,,,,8,10,7
True,9,10,,,,71,15,10
True,9,10,,,,95,17,10
True,9,10,,,,107,18,10
True,9,10,,,,129,20,8
True,9,10,,,,131,20,10
True,9,10,,,,138,21,5
True,9,10,,,,141,21,8
True,9,10,,,,152,22,7
True,9,10,,,,178,24,9
True,9,15,,,,21,11,8
True,9,15,,,,80,16,7
True,9,15,,,,108,18,11
True,9,15,,,,155,22,10
True,9,15,,,,168,23,11
True,9,20,,,,45,13,8
True,9,20,,,,83,16,10
True,9,20,,,,116,19,7
True,9,20,,,,128,20,7
True,9,20,,,,167,23,10
True,9,25,,,,35,12,10
True,9,25,,,,105,18,8
True,9,25,,,,106,18,9
True,9,25,,,,126,20,5
True,9,25,,,,175,24,6
True,9,30,,,,23,11,10
True,9,30,,,,36,12,11
True,9,30,,,,103,18,6
True,9,30,,,,118,19,9
True,9,30,,,,130,20,9
True,9,35,,,,47,13,10
True,9,35,,,,57,14,8
True,9,35,,,,68,15,7
True,9,35,,,,92,17,7
True,9,35,,,,164,23,7
True,9,40,,,,44,13,7
True,9,40,,,,60,14,11
True,9,40,,,,69,15,8
True,9,40,,,,114,19,5
True,9,40,,,,127,20,6
True,9,45,,,,93,17,8
True,9,45,,,,140,21,7
True,9,45,,,,142,21,9
True,9,45,,,,143,21,10
True,9,45,,,,174,24,5
True,9,50,,,,9,10,8
True,9,50,,,,33,12,8
True,9,50,,,,154,22,9
True,9,50,,,,165,23,8
True,9,50,,,,177,24,8
True,9,55,,,,119,19,10
True,9,55,,,,144,21,11
True,9,55,,,,153,22,8
True,9,55,,,,166,23,9
True,9,55,,,,176,24,7
True,9,60,,,,11,10,10
True,9,60,,,,151,22,6
True,9,60,,,,156,22,11
True,9,60,,,,162,23,5
True,9,60,,,,179,24,10
