taskID,method,time,energy,threads,ref,rc_lookahead,no_8x8dct,no_cabac,no_deblock,no_mbtree,no_fast_pskip,no_mixed_refs
254,system,1453.436960697007,2024.2463616713158,4,16,0,1,1,1,1,0,0
255,system,649.5546932219657,879.2748465740384,4,2,0,1,1,0,1,0,0
256,system,601.9126114844479,807.632155826291,4,4,0,0,0,0,0,0,1
257,system,1005.6936054229651,1283.2705492931702,1,2,0,1,1,0,1,0,1
258,system,631.2647252082023,847.8627944422919,4,4,0,1,1,1,1,1,1
259,system,3008.511304378484,3854.823346649577,1,16,160,1,0,0,1,1,0
260,system,1244.3286767005816,1573.0303264810566,1,4,160,0,0,0,1,0,0
261,system,794.0522794722805,1147.694722673241,2,4,40,0,0,1,1,0,1
262,system,847.4382476805923,1210.183683803934,2,2,160,1,0,0,1,0,0
263,system,1126.2046313284368,1509.61684430563,8,16,40,0,1,1,0,0,0
264,system,904.7244219778697,1205.104010153343,8,16,160,0,0,0,1,0,1
265,system,573.9409732817849,763.5897682978872,4,2,40,0,0,0,1,0,1
266,system,1356.7099604605642,1946.250214185919,2,8,10,0,0,1,0,1,0
267,system,847.5407066344187,1143.590186715355,4,8,0,0,1,1,0,1,1
268,system,2011.5540237425307,2935.0796313094456,2,16,0,0,0,0,0,0,0
269,system,1681.9931130408,2458.3021218017584,2,16,160,0,1,1,1,1,1
270,system,832.2991561888541,1100.6515076770904,8,8,0,1,1,1,0,0,0
271,system,625.3132705687693,844.6074105760298,4,4,0,1,1,0,1,1,1
272,system,1007.3008852003728,1374.5075117691142,4,16,40,1,1,0,1,0,1
273,system,844.762598991323,1221.5226896732836,2,4,40,0,0,0,1,1,1
274,system,936.4245367049461,1336.6489890411317,2,4,160,0,0,0,0,1,0
275,system,1195.5818367002964,1631.730097531617,4,16,0,1,0,1,0,1,1
276,system,664.6932740210741,891.0431439139511,4,2,160,0,1,0,0,1,0
277,system,996.2067427634059,1365.9944853643863,4,8,10,1,1,1,0,1,0
278,system,829.7453727721144,1118.8784927552115,4,8,160,1,1,0,1,1,1
279,system,838.2921571730483,1105.859676060007,8,8,160,1,1,0,0,1,0
280,system,1026.4982104301366,1298.8401462538543,1,2,40,0,1,0,0,0,0
281,system,1145.2361683845425,1440.2681575513238,1,2,0,1,1,0,0,1,0
282,system,852.0841317176083,1219.138289828897,2,4,40,0,1,1,1,1,1
283,system,1237.2853178976297,1656.5293778172436,8,16,10,0,1,1,0,1,0
284,system,1105.6170973776525,1515.4363518538482,4,8,10,1,0,1,1,1,0
285,system,996.8703360556771,1439.4739332146833,2,4,160,0,0,0,1,1,0
286,system,552.6507096289843,724.4884719418387,8,4,40,0,1,1,1,1,1
287,system,561.8448352813023,747.7807199252419,4,2,40,1,0,0,0,1,1
288,system,2002.7793402670356,2912.3528978679765,2,16,160,0,1,0,1,0,0
289,system,2153.7986645697074,3130.0794571713877,2,16,10,1,1,1,1,1,0
290,system,1032.30397415149,1408.4547212572656,4,8,40,0,1,1,1,0,0
291,system,603.8927001952313,792.6052627012915,8,4,0,1,1,0,1,0,0
292,system,893.7130784987678,1278.9150837001591,2,2,160,0,0,0,1,1,0
293,system,978.740909099451,1309.0035609628123,8,16,160,0,1,0,0,1,1
294,system,1206.0562920570273,1523.1793221715538,1,4,160,1,0,0,0,1,0
295,system,600.4052672385341,785.4341387266762,8,4,0,1,1,0,0,0,0
296,system,878.5273337364122,1102.5737565766608,1,1,10,1,0,1,1,0,1
297,system,876.4468255042955,1094.946489543867,1,1,0,0,1,1,1,0,1
298,system,991.2137713431011,1333.3609214707824,8,16,10,1,1,1,1,1,1
299,system,528.6774406432368,694.127520324765,8,4,160,0,1,0,1,0,1
300,system,847.7127065657405,1126.527269901399,8,8,10,0,0,0,0,1,0
301,system,1091.8714556692805,1512.5045187738765,4,8,40,1,1,1,1,1,0
302,system,605.6627173423216,873.3053156673045,2,1,10,0,0,1,0,0,0
303,system,1926.7223091125325,2450.6171493172897,1,8,160,1,1,1,1,1,0
304,system,895.8493189810487,1194.3423412294085,8,16,10,1,1,1,1,0,1
305,system,768.6642484664256,1112.1874561019767,2,2,160,1,1,1,1,1,1
306,system,1008.7288250923073,1263.563369104021,1,2,160,0,0,0,0,1,1
307,system,953.6038384436247,1279.5586691631156,8,16,10,0,1,0,0,1,1
308,system,1155.0366296767268,1664.6396413572909,2,8,10,1,0,0,0,0,0
309,system,1662.0829010009625,2089.6022676214066,1,8,160,1,0,1,0,0,0
310,system,852.6050114630627,1150.0129043053146,4,8,0,0,0,0,0,1,1
311,system,624.6364126204592,823.4996915682271,8,4,40,0,1,1,1,0,0
312,system,1192.1823329924146,1634.810488075467,4,16,0,1,0,1,1,1,1
313,system,793.8143968581453,1134.3592452248613,2,4,160,0,1,1,1,0,1
314,system,1117.1679258346464,1403.8326252237605,1,4,160,1,1,0,0,0,0
315,system,520.283420085839,687.2314594527974,4,1,160,0,0,1,1,0,0
316,system,651.7709121703501,925.4952976714361,2,1,40,1,0,0,1,0,1
317,system,988.8295278547872,1330.6542400612577,8,16,0,1,1,1,0,1,1
318,system,515.3190073966322,681.75526756412,4,1,160,1,0,0,1,1,0
319,system,524.3795719146018,686.0616393736462,8,4,40,0,1,0,1,0,1
320,system,594.4588160514077,792.5912907490533,4,2,40,1,0,0,1,1,1
321,system,1080.2002472877411,1358.3442556954988,1,2,10,0,1,0,0,1,0
322,system,701.2214097975836,943.7503151985168,4,2,0,0,1,1,1,1,0
323,system,811.1415090559982,1093.514846229451,4,8,160,1,1,0,0,1,1
324,system,833.8483204840587,1122.01399923925,4,8,0,1,1,1,0,1,1
325,system,1084.6911311148372,1489.7477942666842,4,8,0,1,1,0,1,1,0
326,system,1734.1253509520207,2552.5886805899095,2,16,10,1,1,1,0,0,0
327,system,818.4549508094718,1047.0619212385125,1,1,10,0,1,1,0,1,1
328,system,1043.589993476745,1434.3396479570836,4,8,40,0,0,1,1,0,0
329,system,689.3073019980767,994.6601449007636,2,2,10,0,1,1,0,0,1
330,system,1149.9110951423547,1461.5335942311779,1,4,10,0,1,0,1,1,1
331,system,881.1824378966575,1261.9659352368749,2,2,0,1,0,0,1,1,0
332,system,3081.1072549819683,3927.77233093524,1,16,10,0,1,0,1,1,0
333,system,2029.9292173384115,2971.830452057077,2,16,40,0,1,1,1,0,0
334,system,1742.4326038359297,2560.0786744497095,2,16,40,1,0,0,0,0,0
335,system,1573.369478702532,2005.902904220701,1,8,10,1,0,1,0,1,1
336,system,655.657770156786,895.9153955802028,4,2,40,0,0,0,0,1,0
337,system,789.5185909270544,1140.9072466999019,2,2,40,0,0,0,1,1,1
338,system,617.7284474372009,816.4607243755486,8,4,0,1,0,1,1,0,0
339,system,827.3669304847008,1198.9217733999892,2,4,10,1,1,0,1,1,1
340,system,594.3570947646249,782.4335712088644,8,2,10,0,1,1,1,1,0
341,system,1675.2555723190167,2134.9364252520845,1,8,10,0,0,0,0,0,0
342,system,521.3427600859919,698.5675145747565,4,1,0,0,0,0,1,1,0
343,system,471.5384626387955,631.915260493755,4,1,10,0,1,0,0,1,1
344,system,663.9608173369468,879.4939938934875,8,8,10,1,0,1,1,0,1
345,system,446.8812727927566,585.4126313196809,8,1,40,0,0,1,0,1,0
346,system,668.8740139006972,954.2611089088597,2,1,40,0,1,1,1,1,0
347,system,521.4668016433068,688.3446318701594,8,2,160,0,1,0,0,1,1
348,system,769.8254799842161,1114.746918452307,2,2,10,1,1,1,1,1,1
349,system,720.3114328383534,984.8061476482154,4,4,10,1,0,0,1,0,0
350,system,603.6645407676187,863.1326606612107,2,1,160,1,1,1,0,0,1
351,system,1452.2876920699014,2102.3613396642454,2,8,160,0,0,0,1,1,0
352,system,1581.9755401611194,2018.218955359465,1,8,40,0,0,1,0,1,1
353,system,1037.3795776366046,1440.3900746469537,4,8,10,0,1,1,0,1,0
354,system,1026.9850172996435,1310.7278909148251,1,2,10,0,1,0,0,0,0
355,system,898.5907201765732,1208.5453006947487,8,16,0,1,0,1,1,0,1
356,system,1807.6788368224948,2285.628399370168,1,8,160,1,1,1,0,1,0
