taskID,method,time,energy,threads,ref,rc_lookahead,no_8x8dct,no_cabac,no_deblock,no_mbtree,no_fast_pskip,no_mixed_refs
357,system,661.9401803015851,891.2231359398847,4,4,10,0,1,1,0,0,0
358,system,663.721462726504,875.3507495633496,8,8,0,0,0,0,1,0,1
359,system,634.4098138808398,829.5744552632924,8,4,160,0,0,1,0,1,0
360,system,905.466228008201,1287.8017307563782,2,4,160,1,0,0,0,1,0
361,system,754.027631759564,1032.3648111077407,4,4,160,0,0,0,0,1,0
362,system,901.0579829214781,1212.1348801655386,8,16,40,1,1,1,1,0,1
363,system,1012.5100665091163,1377.8152963982172,4,16,0,1,1,0,1,0,1
364,system,1642.3501896856435,2298.428189583997,4,16,10,1,0,0,1,1,0
365,system,854.832962989735,1229.6479620699051,2,2,160,0,0,0,1,0,0
366,system,895.5641255377993,1292.9794554337136,2,4,40,1,0,1,0,1,0
367,system,567.7370929717264,756.5320836622843,4,2,0,1,0,1,1,0,1
368,system,735.1035637854895,1060.7235299215836,2,2,40,1,0,1,0,1,1
369,system,578.0910716056026,760.8939899759579,8,2,0,1,0,0,1,1,0
370,system,1587.4545607565697,2338.484916388341,2,16,160,1,1,0,0,1,1
371,system,507.80014038079264,675.8224957295743,4,1,160,0,1,0,1,0,1
372,system,805.4708418845446,1167.1504253643539,2,4,10,0,0,1,1,0,1
373,system,422.5461630820651,560.5912102211145,8,1,10,0,1,0,0,1,1
374,system,659.7028193472916,878.2773010452225,8,8,10,1,1,1,1,0,1
375,system,1174.6675662994287,1496.046766667745,1,2,0,0,0,0,0,1,0
376,system,896.6745481490351,1295.8328739591889,2,2,0,0,0,0,1,1,0
377,system,673.3436422347191,915.92422958884,4,2,0,0,0,0,0,0,0
378,system,522.3432502745906,698.0040400391947,4,1,0,0,0,0,1,1,0
379,system,2515.1091637611175,3208.4656604389584,1,16,0,0,1,0,1,1,1
380,system,513.5387897490864,688.0251657249411,4,1,160,0,0,1,0,1,1
381,system,950.6184496879497,1208.57514195544,1,2,10,0,1,1,0,0,1
382,system,994.1994171142494,1255.4532759390563,1,4,10,1,1,0,0,0,1
383,system,1171.215020656576,1492.026056749799,1,2,160,0,1,0,1,1,0
384,system,559.5188140868408,745.784607766335,4,2,40,1,1,0,1,0,1
385,system,2527.28249645231,3215.0302841672624,1,16,0,0,1,1,1,1,1
386,system,488.4946317672108,652.1263136698143,4,1,40,0,1,1,0,1,1
387,system,630.1309742926803,857.4275721669042,4,2,40,1,1,0,0,1,0
388,system,1539.322454452338,2143.6384132226863,4,16,0,0,0,1,0,0,0
389,system,1471.4601836202821,2040.1303474240067,4,16,160,1,0,1,1,0,0
390,system,1021.3048505781753,1379.280613655649,4,16,10,0,1,1,1,0,1
391,system,455.7272095679606,591.1964092244143,8,1,0,0,1,0,0,1,0
392,system,555.3248529433508,740.5643520692602,4,4,10,0,1,1,0,0,1
393,system,679.8526597022179,922.1313469754296,4,2,0,1,1,0,1,1,0
394,system,1432.5216155051116,2069.232506130746,2,8,10,1,0,1,1,1,0
395,system,907.3273720740042,1216.5345320931283,8,16,40,0,1,1,1,0,1
396,system,915.0633835791265,1202.482328412999,8,8,160,0,0,1,1,1,0
397,system,2887.138216018652,3649.183947568491,1,16,40,0,1,1,0,1,0
398,system,522.5076198577176,686.1564843888156,8,4,10,1,0,0,0,1,1
399,system,616.3470573424746,875.4463806122396,2,1,40,0,0,1,0,0,1
400,system,519.167493343281,672.2421172791946,8,2,0,0,1,0,1,1,1
401,system,1147.7297768591557,1579.6764695728998,4,8,40,0,0,1,1,1,0
402,system,670.4676952361456,955.5291403419544,2,1,0,0,0,1,1,0,1
403,system,606.6720895766663,859.6645323216512,2,1,40,0,0,0,0,0,0
404,system,1098.6884241104033,1373.6937301768953,1,4,10,1,1,0,0,0,0
405,system,852.2703843115611,1120.6166382256013,8,8,0,0,0,0,0,0,0
406,system,900.2770104407525,1285.869330326962,2,2,160,0,0,0,1,1,0
407,system,528.5842175482974,687.0253013027441,8,4,40,0,0,0,1,0,1
408,system,759.1665778159115,1014.4233405789442,4,8,0,1,0,1,0,0,1
409,system,1149.725944042072,1573.324287199614,4,16,10,0,0,1,0,1,1
410,system,768.3801198005007,1099.0927063319807,2,2,160,1,1,1,1,1,1
411,system,708.645348071956,936.777830475366,8,8,40,0,1,0,1,1,1
412,system,764.5747323035515,1092.822030797032,2,4,10,1,1,0,0,1,1
413,system,454.9344310759887,594.8998196034208,8,1,0,1,0,0,0,0,0
414,system,847.5984416006876,1136.065463118234,8,16,10,0,0,1,0,0,1
415,system,432.4726552962691,565.4357148239083,8,1,10,0,0,0,0,1,0
416,system,642.659111499728,917.5714553943691,2,1,0,1,1,0,1,1,1
417,system,711.1843981742006,960.6329742122185,4,2,0,0,0,1,1,1,0
418,system,1077.5091309547333,1353.6559556797326,1,2,40,1,1,1,0,1,0
419,system,463.53219461434736,606.8568075149236,8,2,10,1,0,0,0,0,1
420,system,2634.9128136634604,3317.70012770707,1,16,160,0,0,1,0,0,0
421,system,669.1421842574123,872.6492389867178,8,8,0,0,1,1,1,0,1
422,system,1554.92962741834,2154.889600263912,4,16,0,0,0,1,0,0,0
423,system,537.4295835494264,701.8080753840615,8,2,40,0,0,0,0,0,0
424,system,995.5430026053588,1424.9784559009495,2,4,40,0,1,0,1,1,0
425,system,3006.12821245191,3823.9528125033407,1,16,40,1,1,0,1,1,0
426,system,1351.9536366461725,1947.2882184501057,2,8,10,0,0,0,0,1,0
427,system,1302.6124739645902,1893.6034324016562,2,8,0,1,0,0,1,0,0
428,system,459.5574173926674,598.584567454605,8,1,0,0,1,1,1,1,1
429,system,1826.4027032850872,2662.998479308485,2,16,40,0,0,0,0,0,0
430,system,1289.7213277816663,1622.9375095933954,1,4,0,1,0,1,0,1,0
431,system,760.6934185027183,1030.5040422657244,4,4,160,1,1,1,1,1,0
432,system,1279.1509523390134,1720.9803736490749,8,16,160,0,0,0,0,1,0
433,system,1190.3077440260245,1593.3841738311044,8,16,10,1,1,0,0,1,0
434,system,765.4095845221452,1007.0137669977515,8,8,40,1,0,1,0,0,0
435,system,778.8022408484371,1027.8558835946792,8,8,10,0,0,0,0,0,0
436,system,1200.8168196676577,1616.873837080944,8,16,40,1,0,0,0,1,0
437,system,436.7659511565575,574.0496765072913,8,1,40,0,1,0,0,1,0
438,system,1120.6829161642472,1508.132636101707,8,16,10,0,1,1,0,0,0
439,system,2517.6992597579742,3184.0286479015876,1,16,0,0,0,1,0,1,1
440,system,457.3376903533318,594.659028191916,8,1,0,0,0,1,0,0,1
441,system,614.7505321501936,822.553484621522,4,4,40,0,0,0,0,1,1
442,system,872.0846061705834,1247.604089133059,2,2,160,1,1,1,1,1,0
443,system,952.1340718268563,1360.224349839687,2,4,0,0,1,1,0,0,0
444,system,673.1484541892185,906.2434703181457,4,2,40,0,0,1,1,0,0
445,system,1012.5977153776944,1387.2670651938681,4,8,10,1,0,1,0,1,0
446,system,1666.8753638266269,2431.893518770612,2,16,0,0,1,0,1,1,1
447,system,607.8117651938874,859.0876083843534,2,1,160,1,1,0,0,1,0
448,system,1100.568356990662,1462.6468918092476,8,16,10,0,1,0,0,0,0
449,system,671.6826562880714,903.227072029863,4,2,160,0,1,1,0,1,0
450,system,750.4345355033214,1074.9483678703434,2,2,0,0,1,0,1,0,1
451,system,757.8618183135305,1082.5321066508895,2,2,0,0,0,1,0,0,1
452,system,1977.5503582952942,2888.517050575189,2,16,10,1,0,1,1,0,0
453,system,941.7046809195713,1355.0167630055332,2,4,0,0,0,0,0,0,0
454,system,898.672374248497,1129.9106803192583,1,1,0,0,0,1,1,1,1
455,system,760.9863657950382,1017.9167634232579,4,8,40,1,0,1,1,0,1
456,system,1147.737397193899,1443.3810846888307,1,2,0,0,0,1,1,0,0
457,system,1627.2838935851912,2040.9145554352708,1,8,0,1,1,0,1,1,1
458,system,1102.6057033538725,1383.1523891986672,1,2,40,1,1,0,1,0,0
459,system,562.3271193503665,749.8577547064692,4,2,160,0,0,1,0,0,1
460,system,1043.487684726626,1519.5435152701564,2,8,0,1,0,1,1,0,1
461,system,537.9733242987858,707.1851652082988,8,4,40,0,0,1,0,1,1
462,system,1605.2598180769685,2358.9472510763153,2,16,10,0,0,1,0,1,1
463,system,686.8856444357996,937.5088322633401,4,2,40,1,0,0,1,1,0
464,system,1097.795112609854,1400.4347265265528,1,2,160,0,1,0,0,1,0
465,system,963.3591084479528,1395.8755221223248,2,4,40,1,1,0,1,1,0
466,system,600.2998709677934,810.284143933631,4,4,40,1,1,0,0,1,1
467,system,1508.0110001563899,1922.4036173033032,1,8,10,1,1,1,1,0,1
468,system,809.655610561364,1028.6446350801452,1,1,40,1,1,1,0,1,0
469,system,553.9545178412724,734.0144476812687,8,2,160,0,1,1,0,0,0
470,system,857.1249413489569,1239.851812414943,2,2,0,1,0,1,0,0,0
471,system,852.1983966826674,1233.1362499729353,2,2,10,0,1,0,1,0,0
472,system,1009.7096719740643,1388.1677612423173,4,8,10,1,0,1,1,0,0
473,system,521.8431286811086,682.9372946747615,8,2,160,0,0,0,1,1,1
474,system,860.3951764106035,1235.857468496719,2,2,0,0,1,1,0,0,0
475,system,584.3247122763779,765.0802798925506,8,2,10,1,0,1,1,1,0
476,system,662.0574259757386,954.3167166441228,2,1,40,1,0,1,1,0,0
477,system,1512.6094398498408,1929.9685554992598,1,8,10,1,0,0,1,0,1
478,system,1021.1291189193639,1301.4337517588492,1,2,0,1,0,1,0,0,1
479,system,2408.4650406837263,3073.94104484378,1,16,40,1,0,0,0,1,1
480,system,1097.925162315285,1593.8520761467114,2,8,160,1,0,1,0,1,1
481,system,458.3335576056785,605.8020851761853,8,1,0,1,0,1,0,0,0
482,system,666.6272401808926,901.9012508722482,4,2,160,1,0,1,0,1,0
483,system,951.959735393447,1373.7661235355013,2,4,0,0,0,1,0,0,0
484,system,1192.9456381796388,1642.1206039215408,4,16,0,0,1,0,0,1,1
485,system,472.3780479430529,618.3650459028372,8,2,10,0,1,0,0,0,1
486,system,1151.6736989021203,1463.07220626421,1,4,160,1,0,1,1,1,1
487,system,1312.7957644460805,1761.381109520878,8,16,0,1,0,1,1,1,0
488,system,504.8476462363533,666.723840010672,4,1,160,0,1,0,1,0,0
489,system,1510.8233275413386,1925.2759274297143,1,8,0,1,0,1,1,0,1
490,system,753.9734916686025,1015.4287053280269,4,8,160,1,0,0,1,0,1
491,system,2081.843052387098,3034.3209646364403,2,16,40,0,0,1,0,1,0
492,system,1168.4025630949614,1610.4102372407567,4,16,160,1,0,0,0,1,1
493,system,624.2965183257484,900.4707139156922,2,1,10,0,0,1,0,1,1
494,system,529.8316760062451,697.2212170879153,8,4,40,0,1,0,0,1,1
495,system,543.4498348235383,726.524636985913,4,4,10,1,1,1,0,0,1
496,system,754.8428173064291,1027.0296119219224,4,4,0,1,1,0,1,1,0
497,system,720.2429699896894,979.021298269081,4,4,10,1,0,0,1,0,0
498,system,1028.1367793083105,1312.406183548484,1,4,40,0,1,1,0,0,1
499,system,708.2913413046945,955.992817828901,4,4,40,1,1,0,1,0,0
500,system,728.4495997428252,1039.650041896571,2,2,10,0,1,0,0,1,1
501,system,1057.141001224509,1326.2199899482678,1,2,10,1,1,0,0,1,0
502,system,1104.65099382388,1516.3637167267213,4,8,40,1,0,1,1,1,0
503,system,607.0488104819414,795.9426973068946,8,4,0,1,0,0,0,0,0
504,system,626.3509445189591,822.6791672577142,8,4,40,1,1,0,1,1,0
505,system,511.19883298867126,678.9962712233936,4,1,0,0,1,0,0,1,0
506,system,887.8329272270128,1113.3792914271266,1,1,10,0,1,1,1,1,0
507,system,518.9833369254366,685.5437687077157,8,4,10,1,0,0,0,1,1
508,system,818.8980083464903,1180.7443489586053,2,2,40,1,0,1,0,1,0
509,system,1944.2305569647315,2859.7607291632935,2,16,160,1,1,0,1,0,0
510,system,561.2409930228475,745.1610693726603,4,4,40,1,0,0,0,0,1
511,system,896.2554998397135,1275.527384774402,2,4,160,1,1,0,0,1,0
512,system,461.09699535363444,603.8995771854557,8,1,0,1,0,0,0,1,1
513,system,874.5268683433459,1117.4535095040173,1,1,10,0,1,0,1,0,1
514,system,1223.206534385671,1563.5991420627508,1,4,10,1,0,0,1,0,0
515,system,1905.5872559547263,2415.9160735055884,1,8,10,1,1,0,1,1,0
516,system,1018.825845241538,1277.5852406281588,1,2,10,1,0,1,1,0,1
517,system,451.1638574599603,585.3719854233516,8,1,40,1,1,0,1,1,1
518,system,1297.4765019415088,1747.4605781399875,8,16,0,1,1,0,0,1,0
519,system,609.9549050330301,805.4079995856024,8,4,10,0,0,1,0,1,0
520,system,613.3275856970891,806.3490020118367,8,4,40,1,1,1,1,0,0
521,system,471.79814815515385,625.2957530778707,4,1,40,1,1,1,0,0,1
522,system,2597.8981881141444,3277.288413443946,1,16,10,0,0,0,0,0,0
523,system,482.6042466163013,641.4085728343383,4,1,10,0,0,0,0,1,0
524,system,648.5352373122389,869.9321523821986,4,4,40,1,1,1,0,0,0
525,system,1127.8450360298061,1427.799962510836,1,2,40,1,0,1,1,0,0
526,system,852.5245690345049,1232.0070029338285,2,4,0,0,0,0,0,1,1
527,system,1497.4019656179728,2093.0973727475216,4,16,40,1,0,0,0,1,0
528,system,769.7371234892815,1040.876373585801,4,8,40,0,0,1,1,0,1
529,system,734.8347125052815,1057.0576391393106,2,2,160,1,0,0,0,1,1
530,system,696.9863262175928,995.4021779590937,2,2,160,1,1,1,0,0,1
531,system,1165.2673945426009,1676.2331815704922,2,8,10,1,1,0,0,0,0
532,system,901.5196924208856,1289.7590804832398,2,2,40,0,0,0,1,1,0
533,system,1254.1807012556287,1679.7216754764079,8,16,0,0,0,0,0,0,0
534,system,1293.6880207060042,1742.124191660421,8,16,10,1,1,0,1,1,0
535,system,665.9537568091722,960.1657778230192,2,1,160,1,0,0,1,0,0
536,system,668.4499087332846,905.6834296793962,4,2,160,0,1,1,1,0,0
537,system,2134.950192451459,2725.5767891757237,1,16,10,0,1,0,0,0,1
538,system,645.4939293860562,856.2700614719951,8,8,160,0,0,0,0,0,1
539,system,461.9523086547217,603.1088495540636,8,1,0,0,1,0,1,1,0
540,system,853.1159143447804,1071.0012259497944,1,1,0,1,1,0,0,0,0
541,system,1001.0073299407875,1254.508038708019,1,4,10,1,1,0,0,0,1
542,system,2489.2959127425934,3171.4414870942965,1,16,40,1,1,1,1,1,1
543,system,574.5194411277025,768.5840644647279,4,2,0,0,1,1,1,0,1
544,system,519.6053938865006,682.1407095730208,8,4,160,0,1,1,0,0,1
545,system,677.3429360389106,965.2531504026718,2,1,0,0,0,1,1,1,0
546,system,553.9495377539865,729.7723115314068,8,4,10,1,1,0,0,0,0
547,system,553.3370470999965,742.8717130341148,4,4,10,0,0,0,0,0,1
548,system,974.8677830696024,1240.366414073654,1,2,10,1,1,0,0,1,1
549,system,1069.0813980102448,1346.1121284530464,1,2,40,1,1,1,0,1,0
550,system,1730.0122661588719,2414.6911141795654,4,16,0,0,0,1,1,1,0
551,system,652.7063207625569,879.5413361089195,4,4,40,1,1,1,0,0,0
552,system,627.0505299567403,850.8988279475193,4,2,10,1,1,1,0,1,0
553,system,828.6112012862202,1129.3455085037501,4,8,160,0,1,0,0,1,1
554,system,430.34794044488916,569.3928985783551,8,1,40,1,1,1,0,0,1
555,system,2030.2038297651743,2980.9045120061674,2,16,0,0,1,1,0,0,0
556,system,3095.428003311131,3944.7312453891727,1,16,40,0,1,1,1,1,0
557,system,707.9511232375228,954.4574019812915,4,8,40,0,0,0,0,0,1
558,system,529.778550624775,700.5084043715624,8,4,0,0,1,0,1,0,1
559,system,890.4039740561701,1289.7796919365114,2,2,40,1,0,1,1,1,0
560,system,509.90690422051114,672.0915874783647,8,2,10,0,0,1,1,0,1
561,system,802.503477573388,1023.3526400625901,1,1,40,1,1,1,0,0,0
562,system,783.6123909949592,1122.452625171813,2,4,10,0,0,1,0,1,1
563,system,1430.9580750464356,2065.4499566709646,2,8,0,0,1,0,0,1,0
564,system,1812.3461365698454,2648.0846907870296,2,16,160,0,1,1,0,0,0
565,system,593.9832777976225,794.649687798303,4,2,0,1,0,0,1,1,1
566,system,646.4599127768695,870.9866064524606,4,4,40,1,1,0,0,0,0
567,system,1255.511332511807,1803.888959577725,2,8,160,0,0,1,0,0,0
568,system,2847.5543961524722,3641.1372412391815,1,16,0,0,0,0,1,0,0
569,system,834.6407251357017,1131.9703515762858,4,8,0,1,1,1,1,1,1
570,system,1030.096383571504,1415.445096540534,4,8,160,0,0,0,1,0,0
571,system,853.2638382910958,1222.7345697284807,2,4,40,0,0,1,1,1,1
572,system,1080.3282041549592,1355.0714894962052,1,2,160,1,1,1,0,1,0
573,system,781.2169957160314,1107.0116697575047,2,2,160,1,1,0,0,0,0
574,system,1152.7059822081187,1585.4984766098742,4,16,10,0,0,0,0,1,1
575,system,2017.2302417753654,2937.06449804465,2,16,160,0,1,1,1,0,0
576,system,1143.4896697997137,1651.544079587316,2,8,160,1,0,0,1,1,1
577,system,1164.665328025808,1461.6354912926674,1,4,0,0,0,1,1,1,1
578,system,863.8143234252857,1083.5390910276824,1,1,160,1,1,1,1,0,0
579,system,1328.0369477270237,1774.2111874479715,8,16,40,0,1,0,1,1,0
580,system,859.9382801055835,1079.9974461722763,1,1,160,1,1,1,1,0,1
581,system,818.7401008605888,1028.9076010205274,1,1,10,0,0,1,0,0,1
582,system,1161.3764843940637,1452.8329725834813,1,4,0,0,0,1,1,1,1
583,system,615.3141398429319,871.0822498410419,2,1,40,1,0,0,0,1,0
584,system,880.6880040167548,1158.4387364738334,8,8,0,1,0,0,0,1,0
585,system,2242.661639690246,3241.9068586398203,2,16,160,0,0,0,1,1,0
586,system,1101.9993343353178,1382.9940418911076,1,4,40,0,0,1,1,0,1
587,system,830.181447505881,1200.1361624095516,2,4,0,1,0,0,0,1,1
588,system,604.2735433577718,806.9477839541034,4,4,160,0,0,0,1,0,1
589,system,880.6576595306323,1123.1522009874416,1,1,10,1,0,0,1,1,0
590,system,1210.2898235320943,1532.0868850125967,1,4,0,1,1,0,1,0,0
591,system,1143.3219790458584,1436.117163378618,1,2,10,1,1,0,1,1,0
592,system,870.2372407913134,1089.5104450958402,1,1,0,1,1,1,1,1,1
593,system,1035.2103590964402,1495.9827825997909,2,8,10,0,1,1,1,0,1
594,system,901.4649047851486,1129.3863358832023,1,1,10,0,0,1,1,1,0
595,system,1112.1164517402556,1392.8677282811943,1,2,160,1,1,1,1,0,0
596,system,452.30866336817144,591.4089611827258,8,1,160,0,1,1,0,0,1
597,system,832.0639872549962,1127.6268595612273,4,8,0,1,1,0,1,1,1
598,system,572.4337558745577,755.9572019028799,4,2,40,1,0,1,1,0,1
599,system,990.3302264212786,1416.592404696856,2,4,40,0,1,0,1,1,0
600,system,519.0097827910695,683.6674108891593,4,1,160,0,0,1,1,0,0
601,system,602.7125296591943,802.6225314714276,4,4,0,1,0,1,0,0,1
602,system,458.195083141262,595.42210488974,8,1,0,0,0,1,0,0,0
603,system,715.1056361197428,939.4554295794954,8,8,0,0,1,1,0,1,1
604,system,1143.2412362097782,1648.4009640595334,2,8,10,0,0,0,1,1,1
605,system,497.8550429343521,655.2530992820683,4,1,0,1,1,1,1,0,1
606,system,2414.326276302317,3052.140442902004,1,16,10,1,0,0,0,1,1
607,system,767.0557937621413,1101.2651678508491,2,2,0,1,1,0,1,1,1
608,system,1633.5175209043666,2277.343292121068,4,16,40,1,1,0,1,1,0
609,system,556.2768473624441,734.8049579560228,4,2,10,1,1,0,1,0,1
610,system,495.05064296715665,650.3819466668368,8,4,10,1,0,1,0,0,1
611,system,1173.9229497909446,1471.130075123085,1,2,0,0,0,0,0,1,0
612,system,677.9021811484455,912.3730474111711,4,2,10,1,1,0,1,1,0
613,system,1391.9605102538042,2001.2987453003934,2,8,10,1,1,0,1,1,0
614,system,1192.9448504446543,1631.842848405513,4,16,0,1,0,0,1,1,1
615,system,1196.633940219721,1606.38013416567,8,16,40,1,1,0,0,1,0
616,system,1032.9571599960238,1301.9219585847525,1,4,160,0,1,1,0,0,1
617,system,518.43503665917,676.3474832129468,8,4,160,1,1,0,1,0,1
618,system,1031.047750472889,1390.9932934996268,4,16,0,0,0,1,1,0,1
619,system,708.4666657446959,956.9491677993379,4,2,0,0,0,1,1,1,0
620,system,873.0655298232958,1095.6473489471953,1,1,0,0,1,0,1,0,1
621,system,1257.0854272842303,1578.1952964472207,1,4,40,0,0,1,1,0,0
622,system,574.7093086241957,751.002659183732,8,2,160,1,0,1,0,1,0
623,system,1126.0459861755276,1410.7102169004213,1,2,40,1,0,1,1,0,0
624,system,3093.0849189758037,3905.8552033415763,1,16,10,0,0,0,1,1,0
625,system,994.8003387449837,1331.3272160960476,8,16,0,0,1,0,0,1,1
626,system,1140.3626656532192,1432.021858749312,1,4,10,0,1,1,0,0,0
627,system,630.6163425445029,891.567751729585,2,1,160,1,0,1,0,1,0
628,system,898.3416090010859,1295.725327454163,2,2,10,0,0,0,1,1,0
629,system,1413.3404688834094,2050.299961261922,2,8,10,1,1,1,1,1,0
630,system,520.2061386107658,682.9079691482989,8,4,10,1,0,0,0,1,1
631,system,801.7929539680413,1024.2337918257952,1,1,10,0,1,0,0,0,1
632,system,921.7472281455266,1317.7951248866245,2,4,10,0,0,0,0,1,0
633,system,764.7508010863297,1029.0371893517784,4,8,0,0,0,1,1,0,1
634,system,675.9669833182477,921.3575936501597,4,2,10,1,1,0,1,1,0
635,system,506.6500806807763,666.2758920382792,8,2,0,0,1,1,1,0,1
636,system,627.8240756987656,823.4827931497904,8,4,0,1,1,0,0,1,0
637,system,1350.4386820792133,1960.6433608060956,2,8,10,0,0,1,1,0,0
638,system,950.6967024802391,1373.3834391064745,2,4,160,0,0,1,1,0,0
639,system,466.22627162926847,616.2158810708908,8,1,10,0,0,1,1,1,0
640,system,876.6886067389229,1166.8325250229057,8,8,40,1,1,0,1,1,0
641,system,561.9981498717561,752.1955471158043,4,4,40,0,0,0,0,0,1
642,system,466.8027100562445,624.1973398885299,4,1,10,0,0,0,0,0,1
643,system,1006.8371596335153,1383.0899370347927,4,8,0,1,0,1,1,0,0
644,system,797.3205885886455,1152.7482509012416,2,4,160,0,0,0,1,0,1
645,system,1084.291499137869,1386.8443203195197,1,4,10,0,1,0,0,1,1
646,system,1385.390877246751,2048.643422786564,2,16,160,1,1,1,0,0,1
647,system,1330.634607314908,1848.0613777179567,4,16,40,0,1,0,0,0,0
648,system,1521.335644244987,2123.2932963417907,4,16,160,1,1,1,0,1,0
649,system,601.5606274604048,812.9989467847781,4,2,10,0,1,1,0,0,0
650,system,1301.2673263548788,1893.264260286844,2,8,160,1,0,0,1,0,0
651,system,893.2312850950929,1183.4330529810634,8,8,0,0,1,0,1,1,0
652,system,451.6883854865402,596.6262521206424,8,1,40,1,1,1,1,0,1
653,system,644.2882242201885,850.2535016140539,8,4,0,0,1,0,0,1,0
654,system,828.9006104468178,1101.4683714262537,8,8,40,1,0,0,1,0,0
655,system,1034.931327342874,1430.6039487666224,4,8,160,1,0,1,0,1,0
656,system,1510.8970108030612,2111.270238661331,4,16,40,1,1,1,0,1,0
657,system,439.8081102370635,575.1785705530108,8,1,40,0,1,1,0,1,1
658,system,629.0160522460399,893.5324201621848,2,1,160,0,0,1,0,0,1
659,system,788.9138641356752,1126.6646700808049,2,2,10,1,1,1,0,1,0
660,system,630.5158929823934,825.4278959398201,8,4,160,1,1,0,1,1,0
661,system,726.6773195266098,1047.673738357211,2,2,40,0,1,1,0,1,1
662,system,1210.0749921797049,1625.9741861822608,8,16,160,1,1,1,1,0,0
663,system,1501.5353412628049,1883.1661079157452,1,8,0,1,1,0,1,0,1
664,system,1041.3882241248998,1306.206338017031,1,2,160,0,1,0,0,0,0
665,system,841.2073173522878,1050.8207926700602,1,1,160,0,0,0,0,1,0
666,system,549.3195986747031,716.5794754293988,8,4,160,1,0,0,0,1,1
667,system,1218.1061773300069,1527.807867087331,1,4,160,1,0,1,0,1,0
668,system,1804.4979863165493,2629.6308270034183,2,16,40,0,1,1,0,0,0
669,system,1348.9634981154363,1937.2922013671873,2,8,0,0,0,1,0,0,0
670,system,726.2463717460001,1044.8750434942012,2,4,40,0,1,1,0,0,1
671,system,2145.553355693799,2745.453514349436,1,16,160,0,0,0,0,0,1
672,system,1053.7021675109775,1318.7373967271585,1,2,160,0,1,1,0,0,0
673,system,505.7352900504354,659.7277777577523,8,2,160,0,0,0,1,0,1
674,system,604.4401659964963,852.9829989358971,2,1,40,1,0,0,0,0,1
675,system,493.0576434134788,651.3436525598938,4,1,160,1,1,0,1,0,0
676,system,943.8531179427328,1348.0994247071187,2,4,160,0,0,0,1,0,0
677,system,872.19735908497,1157.1501697407464,8,8,160,0,0,0,0,1,0
678,system,846.9061293600971,1144.028118248747,4,8,10,0,1,1,1,1,1
679,system,1138.1224441528225,1426.9928522540386,1,4,0,1,0,0,0,1,1
680,system,637.49022817603,838.1253905173841,8,4,10,1,0,0,1,1,0
681,system,1291.6447129249464,1618.861674567285,1,4,0,1,0,1,1,1,0
682,system,1349.8828783033703,1861.3866130930087,4,16,40,0,1,1,0,0,0
683,system,736.8320612906517,986.7454552317114,4,8,160,0,0,1,0,0,1
684,system,779.5817213057801,1126.515076423897,2,2,40,1,0,0,1,1,1
685,system,995.7746834753585,1347.6983558866598,8,16,10,1,0,1,1,1,1
686,system,507.7395682334242,673.1931517859726,4,1,40,1,0,0,1,0,0
687,system,950.0027046203534,1215.7767443910018,1,2,40,1,0,1,0,0,1
688,system,2816.3814563750984,3565.854625773101,1,16,10,1,1,1,0,1,0
689,system,1062.7275810240528,1462.393386977236,4,8,40,0,0,0,0,1,0
690,system,1507.554450988757,1900.5754666827402,1,8,0,1,0,0,1,0,1
691,system,1341.4702191351034,1796.4827982924178,8,16,40,0,1,1,1,1,0
692,system,1035.7112417219869,1423.9034110217538,4,8,160,0,0,0,1,0,0
693,system,1032.166517734519,1317.9970514273,1,4,160,0,1,1,0,0,1
694,system,598.1076712607601,799.3522178515058,4,2,0,0,1,1,0,1,1
695,system,552.3141932486732,724.09266554161,8,4,40,1,0,0,1,1,1
696,system,587.1419162749432,767.2539310474344,8,2,160,0,0,0,1,1,0
697,system,801.3955149650506,1007.4636035623358,1,1,10,0,1,0,0,0,0
698,system,1108.807814598074,1385.2211166012985,1,4,10,0,0,1,1,0,1
699,system,1250.6656908988846,1562.0156863042398,1,4,160,0,0,0,1,0,0
700,system,961.6295628546902,1373.2043425096858,2,4,160,1,1,0,1,1,0
701,system,800.250185012752,1146.8540003501741,2,4,160,1,0,1,0,1,1
702,system,462.3096132277809,606.9328933487255,8,1,0,0,0,1,1,0,0
703,system,516.2441887854848,690.2942609209085,4,1,160,0,1,1,1,1,0
704,system,811.5006093978814,1033.5063377684855,1,1,10,1,0,0,0,1,1
705,system,866.5244388579608,1253.2635235008072,2,2,40,1,1,0,1,1,0
706,system,515.8705153464607,686.7951161194486,4,1,40,0,0,1,1,0,1
707,system,1627.7678899764878,2063.4468000568113,1,8,0,1,1,0,1,1,1
708,system,445.9729409217241,588.5643390725877,8,1,0,1,1,0,0,0,0
709,system,799.6177673339141,1155.7501501854595,2,4,0,0,0,1,1,0,1
710,system,1345.4415483472922,1813.5091650513311,8,16,40,0,1,1,1,1,0
711,system,883.447059154503,1116.6326783232084,1,1,0,0,1,0,1,1,0
712,system,867.664772033684,1105.303768613411,1,1,40,1,1,1,1,1,0
713,system,2522.3223562240387,3178.0811357391303,1,16,0,0,0,1,1,1,1
714,system,2158.6937398909054,3127.3704683654023,2,16,40,1,0,0,1,1,0
715,system,592.5409483908809,784.1205752367488,8,4,40,1,1,0,0,1,0
716,system,827.2351117133392,1200.697601780068,2,4,40,1,1,1,1,1,1
