taskID,method,time,energy,cores,ram,level,encrypt,wind_size_unl,threshold,compression
6,clean_one_from_hash,0.1942634582519526,0.325473976798709,2,6,1,0,0,1,0
6,create_pthread,0.0139055252075194,0.0242629165226625,2,6,1,0,0,1,0
6,create_thread,0.0598878860473627,0.1050042225004467,2,6,1,0,0,1,0
6,do_futex_wait.constprop.0,0.0099167823791498,0.0182180660795661,2,6,1,0,0,1,0
6,empty_hash,28.40866756439209,49.22947158713159,2,6,1,0,0,1,0
6,ffsll,4.301106452941895,7.454151033559666,2,6,1,0,0,1,0
6,find_best_match,15.279365062713625,26.45231212260621,2,6,1,0,0,1,0
6,hash_search,27.875617980957035,48.37215206182072,2,6,1,0,0,1,0
6,increase_mask,2.7172651290893555,4.717380630010524,2,6,1,0,0,1,0
6,insert_hash,15.056062221527103,26.13491303849369,2,6,1,0,0,1,0
6,lesser_bitness,8.511346340179443,14.75161353960664,2,6,1,0,0,1,0
6,malloc,0.1564455032348627,0.2723223422683031,2,6,1,0,0,1,0
6,md5_process_block,0.1278433799743646,0.2339712976366807,2,6,1,0,0,1,0
6,minimum_bitness,5.770552635192871,10.023576651548195,2,6,1,0,0,1,0
6,primary_hash,0.0867443084716796,0.1475052049655136,2,6,1,0,0,1,0
6,pthread_create@@GLIBC_2.2.5,0.5709843635559071,0.9898793571701022,2,6,1,0,0,1,0
6,pthread_testcancel,0.055608749389648,0.0971160844443464,2,6,1,0,0,1,0
6,put_u8,0.0138988494873045,0.0220373232289846,2,6,1,0,0,1,0
6,remap_high_sb,0.0246434211730952,0.0400899811411319,2,6,1,0,0,1,0
6,sem_wait@@GLIBC_2.2.5,0.1424465179443348,0.2486818778285166,2,6,1,0,0,1,0
6,sliding_get_sb,41.39556360244751,71.81243527930742,2,6,1,0,0,1,0
6,sliding_get_sb_range,0.013952255249023,0.0228284093949837,2,6,1,0,0,1,0
6,sliding_match_len,0.0465264320373524,0.0742157660445285,2,6,1,0,0,1,0
6,sliding_mcpy,0.0279278755187978,0.0490977219415976,2,6,1,0,0,1,0
6,sliding_next_tag,81.73797225952148,141.7951797274118,2,6,1,0,0,1,0
7,CrcUpdate,2.6206707954406725,4.728692922608272,2,6,5,0,1,0,0
7,[unknown],257.64601039886475,450.9536529932701,2,6,5,0,1,0,0
7,_IO_enable_locks,0.0138988494873045,0.0238494403776731,2,6,5,0,1,0,0
7,__clone,0.6079444885253894,1.0680878647738432,2,6,5,0,1,0,0
7,__ctype_init,0.0044260025024404,0.0079662669666342,2,6,5,0,1,0,0
7,__madvise,0.0255079269409174,0.0465336599181537,2,6,5,0,1,0,0
7,__mmap,0.0556688308715812,0.0986721686578345,2,6,5,0,1,0,0
7,__munmap,0.0232114791870108,0.0406492119640721,2,6,5,0,1,0,0
7,__uint32_identity,0.0167160034179684,0.0301349172044068,2,6,5,0,1,0,0
7,_dl_allocate_tls_init,0.051897048950194,0.0943938224478108,2,6,5,0,1,0,0
7,adler32_z,1.7037405967712396,3.0411262271858948,2,6,5,0,1,0,0
7,cfree,0.027740955352782,0.0498019257203303,2,6,5,0,1,0,0
7,cksem_wait,0.0326943397521971,0.0566895154354633,2,6,5,0,1,0,0
7,cksum_update,0.011505603790282,0.0209430551855667,2,6,5,0,1,0,0
7,cksumthread,0.0263824462890618,0.0480302312123383,2,6,5,0,1,0,0
7,clean_one_from_hash,0.5005021095275867,0.886697563809462,2,6,5,0,1,0,0
7,create_pthread,0.013902187347412,0.0240766929980697,2,6,5,0,1,0,0
7,create_thread,0.0412492752075194,0.0734450526024396,2,6,5,0,1,0,0
7,do_futex_wait.constprop.0,0.0136318206787098,0.0245072403295223,2,6,5,0,1,0,0
7,empty_hash,28.386841297149665,49.59415233807181,2,6,5,0,1,0,0
7,ffsll,2.765387058258056,4.855244204814388,2,6,5,0,1,0,0
7,find_best_match,11.22599458694458,19.77728083468575,2,6,5,0,1,0,0
7,hash_search,21.92958068847656,38.38935775772616,2,6,5,0,1,0,0
7,increase_mask,1.8396949768066408,3.227384982723717,2,6,5,0,1,0,0
7,insert_hash,13.49522876739502,23.66302276180797,2,6,5,0,1,0,0
7,lesser_bitness,6.417606830596924,11.289795207799123,2,6,5,0,1,0,0
7,malloc,0.0750250816345212,0.1296044144887208,2,6,5,0,1,0,0
7,md5_process_block,1.1256365776062007,2.02937135817346,2,6,5,0,1,0,0
7,md5_process_bytes,0.0135450363159174,0.0243886117452239,2,6,5,0,1,0,0
7,minimum_bitness,4.76249885559082,8.340339625917847,2,6,5,0,1,0,0
7,primary_hash,0.5340275764465321,0.9003418965266481,2,6,5,0,1,0,0
7,pthread_create@@GLIBC_2.2.5,0.339924335479736,0.5882898876845435,2,6,5,0,1,0,0
7,pthread_self,0.00042724609375,0.0007762873424943,2,6,5,0,1,0,0
7,pthread_testcancel,0.0430617332458488,0.0769619388654156,2,6,5,0,1,0,0
7,sem_post@@GLIBC_2.2.5,0.0040621757507324,0.0074545204795184,2,6,5,0,1,0,0
7,sem_wait@@GLIBC_2.2.5,0.0367498397827148,0.0664469170697911,2,6,5,0,1,0,0
7,sliding_get_sb,31.320473194122314,54.82882874936804,2,6,5,0,1,0,0
7,sliding_match_len,0.2500991821289052,0.4315400698808879,2,6,5,0,1,0,0
7,sliding_next_tag,58.95314836502075,103.21069033267622,2,6,5,0,1,0,0
7,start_thread,0.0050368309020988,0.0091118881726446,2,6,5,0,1,0,0
8,CrcUpdate,0.1790461540222166,0.3238166390063141,3,6,9,1,0,0,0
8,[unknown],58.79443311691284,96.80272270111408,3,6,9,1,0,0,0
8,__clone,0.7033705711364738,1.2084435819037211,3,6,9,1,0,0,0
8,__mmap,0.0914206504821764,0.1543628262531309,3,6,9,1,0,0,0
8,__munmap,0.029923915863037,0.0492945525064274,3,6,9,1,0,0,0
8,__uint32_identity,0.0348639488220212,0.0637494376310434,3,6,9,1,0,0,0
8,__uint64_identity,0.1946339607238768,0.2704499390341492,3,6,9,1,0,0,0
8,_dl_allocate_tls_init,0.1075792312622062,0.1806860701233813,3,6,9,1,0,0,0
8,aes_crypt_cbc,9.907496452331545,16.8884334803585,3,6,9,1,0,0,0
8,aes_crypt_ecb,29.30447578430176,50.15286977934356,3,6,9,1,0,0,0
8,cfree,0.0205278396606444,0.0330804318126875,3,6,9,1,0,0,0
8,cksem_wait,0.0199303627014156,0.037064865720187,3,6,9,1,0,0,0
8,cksum_update,0.013902187347412,0.0199452818835546,3,6,9,1,0,0,0
8,clean_one_from_hash,3.455853462219238,5.533871822095618,3,6,9,1,0,0,0
8,create_pthread,0.027804374694824,0.0467733647154389,3,6,9,1,0,0,0
8,create_thread,0.0278110504150388,0.0492141460402752,3,6,9,1,0,0,0
8,empty_hash,70.21614980697632,115.18227676005772,3,6,9,1,0,0,0
8,ffsll,3.724210739135741,6.365497212318652,3,6,9,1,0,0,0
8,find_best_match,21.96073293685913,36.623459015895854,3,6,9,1,0,0,0
8,hash_search,35.13603448867798,58.958447419271145,3,6,9,1,0,0,0
8,increase_mask,2.47482967376709,4.218454146543419,3,6,9,1,0,0,0
8,insert_hash,19.39340782165528,32.55637561188719,3,6,9,1,0,0,0
8,lesser_bitness,8.715129375457764,14.727780888324258,3,6,9,1,0,0,0
8,lrz_stretch,0.444896697998046,0.6208176538922752,3,6,9,1,0,0,0
8,malloc,0.1164212226867661,0.2020168248982738,3,6,9,1,0,0,0
8,md5_process_block,0.3255748748779296,0.5794837774401471,3,6,9,1,0,0,0
8,md5_process_bytes,0.011782646179199,0.0217483022076856,3,6,9,1,0,0,0
8,minimum_bitness,6.855607509613037,11.577160264038534,3,6,9,1,0,0,0
8,primary_hash,2.233068466186523,3.580453639081368,3,6,9,1,0,0,0
8,pthread_create@@GLIBC_2.2.5,0.3769044876098628,0.6570293112193907,3,6,9,1,0,0,0
8,pthread_testcancel,0.027804374694824,0.0439008054624096,3,6,9,1,0,0,0
8,sem_wait@@GLIBC_2.2.5,0.112038612365722,0.1936408299876741,3,6,9,1,0,0,0
8,sha4_process,29.81950759887696,41.10332157867492,3,6,9,1,0,0,0
8,sha4_update,2.3495631217956534,3.252882713777561,3,6,9,1,0,0,0
8,sliding_get_sb,39.61215496063232,67.25785441134856,3,6,9,1,0,0,0
8,sliding_match_len,1.4282703399658203,2.281986278405859,3,6,9,1,0,0,0
8,sliding_mcpy,0.027804374694824,0.0511715014918603,3,6,9,1,0,0,0
8,sliding_next_tag,75.70178604125977,128.86141090903163,3,6,9,1,0,0,0
8,start_thread,0.0106945037841795,0.0194178767551561,3,6,9,1,0,0,0
9,CrcUpdate,0.3227910995483398,0.5409830018186829,1,18,1,0,0,1,0
9,[unknown],193.92788982391355,218.72812508276624,1,18,1,0,0,1,0
9,__clone,0.8897833824157713,1.51735525042115,1,18,1,0,0,1,0
9,__mmap,0.0101671218872061,0.0189459910196655,1,18,1,0,0,1,0
9,__munmap,0.0014753341674792,0.0026685311348464,1,18,1,0,0,1,0
9,_dl_allocate_tls_init,0.0994782447814932,0.170192405209616,1,18,1,0,0,1,0
9,cfree,0.0440330505371092,0.0760489203049337,1,18,1,0,0,1,0
9,cksem_wait,0.027804374694824,0.0467865197103147,1,18,1,0,0,1,0
9,cksum_update,0.031142234802245,0.0514329885018733,1,18,1,0,0,1,0
9,clean_one_from_hash,0.1691160202026358,0.2909406643953564,1,18,1,0,0,1,0
9,create_pthread,0.0139055252075194,0.0229036065849268,1,18,1,0,0,1,0
9,do_futex_wait.constprop.0,0.0104708671569824,0.016506650874579,1,18,1,0,0,1,0
9,empty_hash,30.815782070159912,52.73268295568092,1,18,1,0,0,1,0
9,ffsll,4.192118644714356,7.183258214390965,1,18,1,0,0,1,0
9,find_best_match,14.69468879699707,25.121215394048,1,18,1,0,0,1,0
9,getpriority,0.098760604858398,0.0571419064346491,1,18,1,0,0,1,0
9,hash_search,28.47116231918336,48.78227643233678,1,18,1,0,0,1,0
9,increase_mask,2.73331356048584,4.675671321799465,1,18,1,0,0,1,0
9,insert_hash,16.61248970031738,28.450319151225067,1,18,1,0,0,1,0
9,lesser_bitness,8.649760723114014,14.84111392426014,1,18,1,0,0,1,0
9,malloc,0.1078262329101552,0.186461012827647,1,18,1,0,0,1,0
9,md5_process_block,1.7096719741821285,2.8061486476972486,1,18,1,0,0,1,0
9,md5_process_bytes,0.0016155242919914,0.0026370611020416,1,18,1,0,0,1,0
9,minimum_bitness,6.343533039093018,10.83965035341493,1,18,1,0,0,1,0
9,primary_hash,0.0702118873596182,0.1127407408445849,1,18,1,0,0,1,0
9,pthread_create@@GLIBC_2.2.5,0.4989132881164544,0.8552702432362526,1,18,1,0,0,1,0
9,sem_wait@@GLIBC_2.2.5,0.0915441513061516,0.1599233965900007,1,18,1,0,0,1,0
9,sliding_get_sb,43.75381183624268,75.01804766162277,1,18,1,0,0,1,0
9,sliding_match_len,0.0293364524841303,0.0346403562063511,1,18,1,0,0,1,0
9,sliding_mcpy,0.013902187347412,0.0246302268593384,1,18,1,0,0,1,0
9,sliding_next_tag,83.13147211074829,142.4262711369988,1,18,1,0,0,1,0
9,write_sbstream,0.0035881996154774,0.0054483735755451,1,18,1,0,0,1,0
10,CrcUpdate,0.0236787796020496,0.0410606308217161,2,18,7,0,1,0,0
10,[unknown],167.36275243759152,185.00342212179123,2,18,7,0,1,0,0
10,__clone,0.8064970970153804,1.3866737135051574,2,18,7,0,1,0,0
10,_dl_allocate_tls_init,0.0556154251098627,0.0941225551539922,2,18,7,0,1,0,0
10,cfree,0.0417132377624508,0.0723454450859705,2,18,7,0,1,0,0
10,cksem_wait,0.0417098999023433,0.0661748385149543,2,18,7,0,1,0,0
10,clean_one_from_hash,2.2662267684936515,3.666458850512472,2,18,7,0,1,0,0
10,create_pthread,0.013902187347412,0.0241880503271471,2,18,7,0,1,0,0
10,create_thread,0.0417098999023433,0.0702024429500349,2,18,7,0,1,0,0
10,do_futex_wait.constprop.0,0.0184149742126462,0.0276105824762793,2,18,7,0,1,0,0
10,empty_hash,56.1588454246521,93.20002590083888,2,18,7,0,1,0,0
10,ffsll,4.51984977722168,7.717705251325704,2,18,7,0,1,0,0
10,find_best_match,20.058526515960693,33.83981846404543,2,18,7,0,1,0,0
10,hash_search,32.44716453552246,55.00724505710916,2,18,7,0,1,0,0
10,increase_mask,2.644903659820556,4.532140273732661,2,18,7,0,1,0,0
10,insert_hash,18.799171924591068,31.99463401026701,2,18,7,0,1,0,0
10,lesser_bitness,9.461094379425049,16.226118719328813,2,18,7,0,1,0,0
10,malloc,0.097315311431884,0.1648498348943209,2,18,7,0,1,0,0
10,md5_process_block,0.021315574645995,0.0395719193243739,2,18,7,0,1,0,0
10,minimum_bitness,6.350419044494629,10.818003961657306,2,18,7,0,1,0,0
10,primary_hash,1.440560340881347,2.2747193440747107,2,18,7,0,1,0,0
10,pthread_create@@GLIBC_2.2.5,0.458765506744384,0.7952414302383587,2,18,7,0,1,0,0
10,pthread_testcancel,0.013902187347412,0.0241882867472054,2,18,7,0,1,0,0
10,sem_wait@@GLIBC_2.2.5,0.0834164619445794,0.1441606245818814,2,18,7,0,1,0,0
10,sliding_get_sb,43.632877826690674,74.64248555850524,2,18,7,0,1,0,0
10,sliding_get_sb_range,0.0444769859313962,0.0785542983707312,2,18,7,0,1,0,0
10,sliding_match_len,0.7788729667663574,1.239370217599724,2,18,7,0,1,0,0
10,sliding_mcpy,0.0417032241821286,0.0724810434024803,2,18,7,0,1,0,0
10,sliding_next_tag,82.37580060958862,141.2923522770554,2,18,7,0,1,0,0
11,CrcUpdate,0.7310581207275387,1.2742693489600654,4,6,4,0,1,0,0
11,LZ4_compress_fast_extState,0.0138821601867662,0.0160949990907349,4,6,4,0,1,0,0
11,[unknown],7362.453699588776,10106.716652650815,4,6,4,0,1,0,0
11,_IO_enable_locks,0.013902187347412,0.0235193949704059,4,6,4,0,1,0,0
11,__clone,0.516954421997069,0.8722094191208921,4,6,4,0,1,0,0
11,__ctype_init,0.0103073120117184,0.0154491035690952,4,6,4,0,1,0,0
11,__getpagesize,0.0241193771362292,0.0441943666144911,4,6,4,0,1,0,0
11,__mmap,0.1019515991210934,0.146160290723631,4,6,4,0,1,0,0
11,__munmap,0.1478872299194332,0.2149374183436057,4,6,4,0,1,0,0
11,__new_sem_wait_slow.constprop.0,0.0258417129516588,0.0464681802669566,4,6,4,0,1,0,0
11,__pthread_disable_asynccancel,0.0260987281799314,0.0477076602426464,4,6,4,0,1,0,0
11,__uint32_identity,0.0116224288940424,0.0210170754468564,4,6,4,0,1,0,0
11,_dl_allocate_tls_init,0.1725873947143542,0.3017866116409838,4,6,4,0,1,0,0
11,_setjmp,0.0094094276428222,0.0149759885950607,4,6,4,0,1,0,0
11,bufRead::get,16.871764659881592,23.09289354918235,4,6,4,0,1,0,0
11,cfree,0.0267829895019526,0.047311467968112,4,6,4,0,1,0,0
11,cksumthread,0.0096497535705564,0.016667879074189,4,6,4,0,1,0,0
11,clean_one_from_hash,0.3143930435180654,0.5553156672794162,4,6,4,0,1,0,0
11,create_pthread,0.0091323852539051,0.0156330841715318,4,6,4,0,1,0,0
11,create_thread,0.0020427703857414,0.0035706239926338,4,6,4,0,1,0,0
11,do_futex_wait.constprop.0,0.0825953483581534,0.1413676433326774,4,6,4,0,1,0,0
11,empty_hash,23.68287181854248,40.85748741720791,4,6,4,0,1,0,0
11,ffsll,2.61153507232666,4.530191955548898,4,6,4,0,1,0,0
11,find_best_match,10.452749252319336,18.08324717476218,4,6,4,0,1,0,0
11,hash_search,23.59799671173096,39.17749788402976,4,6,4,0,1,0,0
11,increase_mask,1.3595371246337888,2.3639803250193374,4,6,4,0,1,0,0
11,insert_hash,11.215203285217283,19.410028309233898,4,6,4,0,1,0,0
11,lesser_bitness,5.663644313812255,9.815412947267935,4,6,4,0,1,0,0
11,libzpaq::Compressor::compress,4.757625579833984,6.54049395231581,4,6,4,0,1,0,0
11,libzpaq::Encoder::compress,114.10246467590332,156.58887646574132,4,6,4,0,1,0,0
11,libzpaq::Encoder::encode,258.4649310111999,354.7466337560189,4,6,4,0,1,0,0
11,libzpaq::Predictor::Predictor,0.0833597183227536,0.0961186070645543,4,6,4,0,1,0,0
